port,service_name,banner_text,os_fingerprint,vuln_score
80,Web/HTTP,Vulnerable component matching CVE-2008-4250 EPSS 0.9875,Linux,9.88
80,Web/HTTP,Vulnerable component matching CVE-2009-0103 EPSS 0.1005,Linux,1.01
80,Web/HTTP,Vulnerable component matching CVE-2020-1350 EPSS 0.9135,Linux,9.14
80,Web/HTTP,Vulnerable component matching CVE-2009-2692 EPSS 0.1463,Linux,1.46
80,Web/HTTP,Vulnerable component matching CVE-2011-0918 EPSS 0.0585,Linux,0.58
80,Web/HTTP,Vulnerable component matching CVE-2014-0266 EPSS 0.1941,Linux,1.94
80,Web/HTTP,Vulnerable component matching CVE-2022-3488 EPSS 0.1919,Linux,1.92
80,Web/HTTP,Vulnerable component matching CVE-2011-1896 EPSS 0.0826,Linux,0.83
80,Web/HTTP,Vulnerable component matching CVE-2012-4564 EPSS 0.1352,Linux,1.35
80,Web/HTTP,Vulnerable component matching CVE-2007-6021 EPSS 0.0840,Linux,0.84
80,Web/HTTP,Vulnerable component matching CVE-2001-0643 EPSS 0.1136,Linux,1.14
80,Web/HTTP,Vulnerable component matching CVE-2008-3474 EPSS 0.2798,Linux,2.8
80,Web/HTTP,Vulnerable component matching CVE-2010-0240 EPSS 0.4876,Linux,4.88
80,Web/HTTP,Vulnerable component matching CVE-2015-5573 EPSS 0.0567,Linux,0.57
80,Web/HTTP,Vulnerable component matching CVE-2000-0544 EPSS 0.1777,Linux,1.78
80,Web/HTTP,Vulnerable component matching CVE-2009-1191 EPSS 0.1238,Linux,1.24
80,Web/HTTP,Vulnerable component matching CVE-2025-30208 EPSS 0.7497,Linux,7.5
80,Web/HTTP,Vulnerable component matching CVE-2017-11276 EPSS 0.0608,Linux,0.61
80,Web/HTTP,Vulnerable component matching CVE-2006-1148 EPSS 0.7303,Linux,7.3
80,Web/HTTP,Vulnerable component matching CVE-2007-5602 EPSS 0.0838,Linux,0.84
80,Web/HTTP,Vulnerable component matching CVE-2010-1397 EPSS 0.0873,Linux,0.87
80,Web/HTTP,Vulnerable component matching CVE-2024-8182 EPSS 0.1389,Linux,1.39
80,Web/HTTP,Vulnerable component matching CVE-2005-1461 EPSS 0.0712,Linux,0.71
80,Web/HTTP,Vulnerable component matching CVE-2019-6250 EPSS 0.0944,Linux,0.94
80,Web/HTTP,Vulnerable component matching CVE-2022-24632 EPSS 0.2738,Linux,2.74
80,Web/HTTP,Vulnerable component matching CVE-2024-54794 EPSS 0.1283,Linux,1.28
80,Web/HTTP,Vulnerable component matching CVE-2017-8404 EPSS 0.0767,Linux,0.77
80,Web/HTTP,Vulnerable component matching CVE-2008-0083 EPSS 0.2996,Linux,3.0
80,Web/HTTP,Vulnerable component matching CVE-2002-1828 EPSS 0.0692,Linux,0.69
80,Web/HTTP,Vulnerable component matching CVE-2012-6687 EPSS 0.0609,Linux,0.61
80,Web/HTTP,Vulnerable component matching CVE-2004-0901 EPSS 0.3192,Linux,3.19
80,Web/HTTP,Vulnerable component matching CVE-2005-3314 EPSS 0.6566,Linux,6.57
80,Web/HTTP,Vulnerable component matching CVE-2025-14611 EPSS 0.5330,Linux,5.33
80,Web/HTTP,Vulnerable component matching CVE-2018-5341 EPSS 0.0810,Linux,0.81
80,Web/HTTP,Vulnerable component matching CVE-2015-3130 EPSS 0.0531,Linux,0.53
80,Web/HTTP,Vulnerable component matching CVE-2019-20477 EPSS 0.0516,Linux,0.52
80,Web/HTTP,Vulnerable component matching CVE-2024-39931 EPSS 0.5266,Linux,5.27
80,Web/HTTP,Vulnerable component matching CVE-2023-27163 EPSS 0.0659,Linux,0.66
80,Web/HTTP,Vulnerable component matching CVE-2019-0227 EPSS 0.9194,Linux,9.19
80,Web/HTTP,Vulnerable component matching CVE-2020-11532 EPSS 0.7748,Linux,7.75
80,Web/HTTP,Vulnerable component matching CVE-2023-38203 EPSS 0.9672,Linux,9.67
80,Web/HTTP,Vulnerable component matching CVE-2002-0018 EPSS 0.1640,Linux,1.64
80,Web/HTTP,Vulnerable component matching CVE-2018-5011 EPSS 0.0870,Linux,0.87
80,Web/HTTP,Vulnerable component matching CVE-2013-1371 EPSS 0.0514,Linux,0.51
80,Web/HTTP,Vulnerable component matching CVE-2015-3061 EPSS 0.0992,Linux,0.99
80,Web/HTTP,Vulnerable component matching CVE-2013-0791 EPSS 0.0521,Linux,0.52
80,Web/HTTP,Vulnerable component matching CVE-2018-6411 EPSS 0.0581,Linux,0.58
80,Web/HTTP,Vulnerable component matching CVE-2015-2402 EPSS 0.1243,Linux,1.24
80,Web/HTTP,Vulnerable component matching CVE-2009-2727 EPSS 0.2675,Linux,2.67
80,Web/HTTP,Vulnerable component matching CVE-2012-5100 EPSS 0.0788,Linux,0.79
80,Web/HTTP,Vulnerable component matching CVE-2012-4152 EPSS 0.0753,Linux,0.75
80,Web/HTTP,Vulnerable component matching CVE-2023-26976 EPSS 0.1595,Linux,1.59
80,Web/HTTP,Vulnerable component matching CVE-2010-2626 EPSS 0.1295,Linux,1.29
80,Web/HTTP,Vulnerable component matching CVE-2006-3144 EPSS 0.0899,Linux,0.9
80,Web/HTTP,Vulnerable component matching CVE-2015-7036 EPSS 0.3929,Linux,3.93
80,Web/HTTP,Vulnerable component matching CVE-2015-2434 EPSS 0.1554,Linux,1.55
80,Web/HTTP,Vulnerable component matching CVE-2009-0176 EPSS 0.0555,Linux,0.55
80,Web/HTTP,Vulnerable component matching CVE-2016-7068 EPSS 0.0729,Linux,0.73
80,Web/HTTP,Vulnerable component matching CVE-2011-3416 EPSS 0.4369,Linux,4.37
80,Web/HTTP,Vulnerable component matching CVE-2015-3223 EPSS 0.0688,Linux,0.69
80,Web/HTTP,Vulnerable component matching CVE-2021-28480 EPSS 0.7143,Linux,7.14
80,Web/HTTP,Vulnerable component matching CVE-2019-0644 EPSS 0.1111,Linux,1.11
80,Web/HTTP,Vulnerable component matching CVE-2005-2223 EPSS 0.5081,Linux,5.08
80,Web/HTTP,Vulnerable component matching CVE-2011-1271 EPSS 0.2010,Linux,2.01
80,Web/HTTP,Vulnerable component matching CVE-2006-5864 EPSS 0.1521,Linux,1.52
80,Web/HTTP,Vulnerable component matching CVE-2025-2828 EPSS 0.1719,Linux,1.72
80,Web/HTTP,Vulnerable component matching CVE-2019-8183 EPSS 0.1307,Linux,1.31
80,Web/HTTP,Vulnerable component matching CVE-2018-14493 EPSS 0.4043,Linux,4.04
80,Web/HTTP,Vulnerable component matching CVE-2018-15691 EPSS 0.1676,Linux,1.68
80,Web/HTTP,Vulnerable component matching CVE-2024-7463 EPSS 0.1098,Linux,1.1
80,Web/HTTP,Vulnerable component matching CVE-2020-8862 EPSS 0.1334,Linux,1.33
80,Web/HTTP,Vulnerable component matching CVE-2011-1553 EPSS 0.0542,Linux,0.54
80,Web/HTTP,Vulnerable component matching CVE-2019-16891 EPSS 0.4565,Linux,4.57
80,Web/HTTP,Vulnerable component matching CVE-2010-4181 EPSS 0.0845,Linux,0.85
80,Web/HTTP,Vulnerable component matching CVE-2017-0104 EPSS 0.1382,Linux,1.38
80,Web/HTTP,Vulnerable component matching CVE-2014-0410 EPSS 0.0624,Linux,0.62
80,Web/HTTP,Vulnerable component matching CVE-2015-3310 EPSS 0.0541,Linux,0.54
80,Web/HTTP,Vulnerable component matching CVE-2016-2232 EPSS 0.0508,Linux,0.51
80,Web/HTTP,Vulnerable component matching CVE-2019-1083 EPSS 0.0780,Linux,0.78
80,Web/HTTP,Vulnerable component matching CVE-2024-26170 EPSS 0.0665,Linux,0.66
80,Web/HTTP,Vulnerable component matching CVE-2016-4229 EPSS 0.3246,Linux,3.25
80,Web/HTTP,Vulnerable component matching CVE-2001-0277 EPSS 0.1097,Linux,1.1
80,Web/HTTP,Vulnerable component matching CVE-2017-13258 EPSS 0.0725,Linux,0.72
80,Web/HTTP,Vulnerable component matching CVE-2015-5219 EPSS 0.0584,Linux,0.58
80,Web/HTTP,Vulnerable component matching CVE-2006-2407 EPSS 0.7137,Linux,7.14
80,Web/HTTP,Vulnerable component matching CVE-2024-40777 EPSS 0.0770,Linux,0.77
80,Web/HTTP,Vulnerable component matching CVE-2023-30547 EPSS 0.7209,Linux,7.21
80,Web/HTTP,Vulnerable component matching CVE-1999-0918 EPSS 0.2644,Linux,2.64
80,Web/HTTP,Vulnerable component matching CVE-2006-3351 EPSS 0.0693,Linux,0.69
80,Web/HTTP,Vulnerable component matching CVE-2015-5546 EPSS 0.3817,Linux,3.82
80,Web/HTTP,Vulnerable component matching CVE-2019-13396 EPSS 0.6257,Linux,6.26
80,Web/HTTP,Vulnerable component matching CVE-2025-53609 EPSS 0.0889,Linux,0.89
80,Web/HTTP,Vulnerable component matching CVE-2018-4900 EPSS 0.1079,Linux,1.08
80,Web/HTTP,Vulnerable component matching CVE-2005-2262 EPSS 0.0655,Linux,0.65
80,Web/HTTP,Vulnerable component matching CVE-2023-29809 EPSS 0.1051,Linux,1.05
80,Web/HTTP,Vulnerable component matching CVE-2010-3179 EPSS 0.1012,Linux,1.01
80,Web/HTTP,Vulnerable component matching CVE-2012-3941 EPSS 0.0526,Linux,0.53
80,Web/HTTP,Vulnerable component matching CVE-2005-3955 EPSS 0.0558,Linux,0.56
80,Web/HTTP,Vulnerable component matching CVE-2013-3131 EPSS 0.2201,Linux,2.2
80,Web/HTTP,Vulnerable component matching CVE-2017-0205 EPSS 0.2359,Linux,2.36
80,Web/HTTP,Vulnerable component matching CVE-2020-1943 EPSS 0.9731,Linux,9.73
80,Web/HTTP,Vulnerable component matching CVE-2017-11309 EPSS 0.0940,Linux,0.94
80,Web/HTTP,Vulnerable component matching CVE-2020-8554 EPSS 0.0927,Linux,0.93
80,Web/HTTP,Vulnerable component matching CVE-2006-4878 EPSS 0.0599,Linux,0.6
80,Web/HTTP,Vulnerable component matching CVE-2014-0268 EPSS 0.2245,Linux,2.25
80,Web/HTTP,Vulnerable component matching CVE-2012-4032 EPSS 0.1031,Linux,1.03
80,Web/HTTP,Vulnerable component matching CVE-2020-5902 EPSS 1.0000,Linux,10.0
80,Web/HTTP,Vulnerable component matching CVE-2020-4448 EPSS 0.1222,Linux,1.22
80,Web/HTTP,Vulnerable component matching CVE-2015-2794 EPSS 0.7455,Linux,7.46
80,Web/HTTP,Vulnerable component matching CVE-2017-16378 EPSS 0.0677,Linux,0.68
80,Web/HTTP,Vulnerable component matching CVE-2023-27978 EPSS 0.0648,Linux,0.65
80,Web/HTTP,Vulnerable component matching CVE-2009-2146 EPSS 0.2147,Linux,2.15
80,Web/HTTP,Vulnerable component matching CVE-2023-32073 EPSS 0.0646,Linux,0.65
80,Web/HTTP,Vulnerable component matching CVE-2015-2501 EPSS 0.2376,Linux,2.38
80,Web/HTTP,Vulnerable component matching CVE-2012-5106 EPSS 0.1411,Linux,1.41
80,Web/HTTP,Vulnerable component matching CVE-2006-1189 EPSS 0.6139,Linux,6.14
80,Web/HTTP,Vulnerable component matching CVE-2009-3301 EPSS 0.1204,Linux,1.2
80,Web/HTTP,Vulnerable component matching CVE-2017-5789 EPSS 0.1786,Linux,1.79
80,Web/HTTP,Vulnerable component matching CVE-2018-10700 EPSS 0.3832,Linux,3.83
80,Web/HTTP,Vulnerable component matching CVE-2008-4101 EPSS 0.0921,Linux,0.92
80,Web/HTTP,Vulnerable component matching CVE-2024-9122 EPSS 0.0585,Linux,0.59
80,Web/HTTP,Vulnerable component matching CVE-2018-4894 EPSS 0.1079,Linux,1.08
80,Web/HTTP,Vulnerable component matching CVE-2025-2172 EPSS 0.1044,Linux,1.04
80,Web/HTTP,Vulnerable component matching CVE-2023-35166 EPSS 0.6312,Linux,6.31
80,Web/HTTP,Vulnerable component matching CVE-2002-1489 EPSS 0.1060,Linux,1.06
80,Web/HTTP,Vulnerable component matching CVE-2005-1219 EPSS 0.4992,Linux,4.99
80,Web/HTTP,Vulnerable component matching CVE-2007-2925 EPSS 0.0615,Linux,0.61
80,Web/HTTP,Vulnerable component matching CVE-2008-2253 EPSS 0.2976,Linux,2.98
80,Web/HTTP,Vulnerable component matching CVE-2006-2069 EPSS 0.0596,Linux,0.6
80,Web/HTTP,Vulnerable component matching CVE-2017-5259 EPSS 0.3056,Linux,3.06
80,Web/HTTP,Vulnerable component matching CVE-2008-2409 EPSS 0.0615,Linux,0.61
80,Web/HTTP,Vulnerable component matching CVE-2015-6125 EPSS 0.2961,Linux,2.96
80,Web/HTTP,Vulnerable component matching CVE-2019-13063 EPSS 0.2723,Linux,2.72
80,Web/HTTP,Vulnerable component matching CVE-2021-3007 EPSS 0.7531,Linux,7.53
80,Web/HTTP,Vulnerable component matching CVE-2018-1000049 EPSS 0.7694,Linux,7.69
80,Web/HTTP,Vulnerable component matching CVE-2013-6629 EPSS 0.1012,Linux,1.01
80,Web/HTTP,Vulnerable component matching CVE-2022-20624 EPSS 0.1240,Linux,1.24
80,Web/HTTP,Vulnerable component matching CVE-2020-7150 EPSS 0.0689,Linux,0.69
80,Web/HTTP,Vulnerable component matching CVE-2021-21307 EPSS 0.8919,Linux,8.92
80,Web/HTTP,Vulnerable component matching CVE-2007-5984 EPSS 0.0845,Linux,0.85
80,Web/HTTP,Vulnerable component matching CVE-2018-19512 EPSS 0.0723,Linux,0.72
80,Web/HTTP,Vulnerable component matching CVE-2021-26895 EPSS 0.0727,Linux,0.73
80,Web/HTTP,Vulnerable component matching CVE-2022-46475 EPSS 0.0953,Linux,0.95
80,Web/HTTP,Vulnerable component matching CVE-2020-24577 EPSS 0.1906,Linux,1.91
80,Web/HTTP,Vulnerable component matching CVE-2008-5281 EPSS 0.0640,Linux,0.64
80,Web/HTTP,Vulnerable component matching CVE-2014-6235 EPSS 0.0557,Linux,0.56
80,Web/HTTP,Vulnerable component matching CVE-2024-1675 EPSS 0.1060,Linux,1.06
80,Web/HTTP,Vulnerable component matching CVE-2019-7758 EPSS 0.0872,Linux,0.87
80,Web/HTTP,Vulnerable component matching CVE-2010-2861 EPSS 0.9972,Linux,9.97
80,Web/HTTP,Vulnerable component matching CVE-2016-1045 EPSS 0.0641,Linux,0.64
80,Web/HTTP,Vulnerable component matching CVE-2017-12517 EPSS 0.0561,Linux,0.56
80,Web/HTTP,Vulnerable component matching CVE-2015-7512 EPSS 0.0773,Linux,0.77
80,Web/HTTP,Vulnerable component matching CVE-2018-8171 EPSS 0.0983,Linux,0.98
80,Web/HTTP,Vulnerable component matching CVE-2015-7247 EPSS 0.1016,Linux,1.02
80,Web/HTTP,Vulnerable component matching CVE-2018-8627 EPSS 0.0862,Linux,0.86
80,Web/HTTP,Vulnerable component matching CVE-2024-50379 EPSS 0.4431,Linux,4.43
80,Web/HTTP,Vulnerable component matching CVE-1999-0994 EPSS 0.0719,Linux,0.72
80,Web/HTTP,Vulnerable component matching CVE-2007-4748 EPSS 0.0721,Linux,0.72
80,Web/HTTP,Vulnerable component matching CVE-2007-3890 EPSS 0.2894,Linux,2.89
80,Web/HTTP,Vulnerable component matching CVE-2026-4890 EPSS 0.0885,Linux,0.88
80,Web/HTTP,Vulnerable component matching CVE-2015-6718 EPSS 0.0643,Linux,0.64
80,Web/HTTP,Vulnerable component matching CVE-2020-28949 EPSS 0.8455,Linux,8.46
80,Web/HTTP,Vulnerable component matching CVE-2013-3858 EPSS 0.2103,Linux,2.1
80,Web/HTTP,Vulnerable component matching CVE-1999-1473 EPSS 0.0743,Linux,0.74
80,Web/HTTP,Vulnerable component matching CVE-2023-38205 EPSS 0.9974,Linux,9.97
80,Web/HTTP,Vulnerable component matching CVE-2016-5421 EPSS 0.0804,Linux,0.8
80,Web/HTTP,Vulnerable component matching CVE-2016-7016 EPSS 0.0504,Linux,0.5
80,Web/HTTP,Vulnerable component matching CVE-2021-21342 EPSS 0.4999,Linux,5.0
80,Web/HTTP,Vulnerable component matching CVE-2017-0062 EPSS 0.1783,Linux,1.78
80,Web/HTTP,Vulnerable component matching CVE-2023-46727 EPSS 0.6750,Linux,6.75
80,Web/HTTP,Vulnerable component matching CVE-2010-0166 EPSS 0.0676,Linux,0.68
80,Web/HTTP,Vulnerable component matching CVE-2017-0274 EPSS 0.0704,Linux,0.7
80,Web/HTTP,Vulnerable component matching CVE-2009-0560 EPSS 0.2798,Linux,2.8
80,Web/HTTP,Vulnerable component matching CVE-2018-16224 EPSS 0.0659,Linux,0.66
80,Web/HTTP,Vulnerable component matching CVE-2014-4085 EPSS 0.1599,Linux,1.6
80,Web/HTTP,Vulnerable component matching CVE-2022-43634 EPSS 0.1890,Linux,1.89
80,Web/HTTP,Vulnerable component matching CVE-1999-0208 EPSS 0.1286,Linux,1.29
80,Web/HTTP,Vulnerable component matching CVE-2018-15917 EPSS 0.0648,Linux,0.65
80,Web/HTTP,Vulnerable component matching CVE-2009-0840 EPSS 0.0528,Linux,0.53
80,Web/HTTP,Vulnerable component matching CVE-2024-3495 EPSS 0.1362,Linux,1.36
80,Web/HTTP,Vulnerable component matching CVE-2024-7856 EPSS 0.1933,Linux,1.93
80,Web/HTTP,Vulnerable component matching CVE-2019-11068 EPSS 0.0523,Linux,0.52
80,Web/HTTP,Vulnerable component matching CVE-2001-0712 EPSS 0.0596,Linux,0.6
80,Web/HTTP,Vulnerable component matching CVE-2002-0855 EPSS 0.0611,Linux,0.61
80,Web/HTTP,Vulnerable component matching CVE-2024-29269 EPSS 0.0629,Linux,0.63
80,Web/HTTP,Vulnerable component matching CVE-2021-36394 EPSS 0.0703,Linux,0.7
80,Web/HTTP,Vulnerable component matching CVE-2022-0848 EPSS 0.3544,Linux,3.54
80,Web/HTTP,Vulnerable component matching CVE-1999-1573 EPSS 0.0506,Linux,0.51
80,Web/HTTP,Vulnerable component matching CVE-2023-26496 EPSS 0.2257,Linux,2.26
80,Web/HTTP,Vulnerable component matching CVE-2017-8653 EPSS 0.0918,Linux,0.92
80,Web/HTTP,Vulnerable component matching CVE-2021-27314 EPSS 0.1239,Linux,1.24
80,Web/HTTP,Vulnerable component matching CVE-2015-4497 EPSS 0.0801,Linux,0.8
80,Web/HTTP,Vulnerable component matching CVE-2018-0776 EPSS 0.7843,Linux,7.84
80,Web/HTTP,Vulnerable component matching CVE-2003-0647 EPSS 0.0593,Linux,0.59
80,Web/HTTP,Vulnerable component matching CVE-2022-28246 EPSS 0.1041,Linux,1.04
80,Web/HTTP,Vulnerable component matching CVE-2021-21477 EPSS 0.2985,Linux,2.98
80,Web/HTTP,Vulnerable component matching CVE-2002-0207 EPSS 0.0702,Linux,0.7
80,Web/HTTP,Vulnerable component matching CVE-2008-3667 EPSS 0.0687,Linux,0.69
80,Web/HTTP,Vulnerable component matching CVE-2023-33133 EPSS 0.4405,Linux,4.4
80,Web/HTTP,Vulnerable component matching CVE-2011-0079 EPSS 0.0660,Linux,0.66
80,Web/HTTP,Vulnerable component matching CVE-2016-0127 EPSS 0.1954,Linux,1.95
80,Web/HTTP,Vulnerable component matching CVE-2013-3872 EPSS 0.2105,Linux,2.1
80,Web/HTTP,Vulnerable component matching CVE-2002-1073 EPSS 0.0573,Linux,0.57
80,Web/HTTP,Vulnerable component matching CVE-2025-59366 EPSS 0.1576,Linux,1.58
80,Web/HTTP,Vulnerable component matching CVE-2018-20753 EPSS 0.2934,Linux,2.93
80,Web/HTTP,Vulnerable component matching CVE-2021-27151 EPSS 0.2363,Linux,2.36
80,Web/HTTP,Vulnerable component matching CVE-2016-2555 EPSS 0.7962,Linux,7.96
80,Web/HTTP,Vulnerable component matching CVE-2014-8501 EPSS 0.0516,Linux,0.52
80,Web/HTTP,Vulnerable component matching CVE-2021-30625 EPSS 0.1013,Linux,1.01
80,Web/HTTP,Vulnerable component matching CVE-2018-11505 EPSS 0.0905,Linux,0.9
80,Web/HTTP,Vulnerable component matching CVE-2004-0488 EPSS 0.3768,Linux,3.77
80,Web/HTTP,Vulnerable component matching CVE-2012-1025 EPSS 0.0621,Linux,0.62
80,Web/HTTP,Vulnerable component matching CVE-2008-0221 EPSS 0.0573,Linux,0.57
80,Web/HTTP,Vulnerable component matching CVE-2014-1547 EPSS 0.0559,Linux,0.56
80,Web/HTTP,Vulnerable component matching CVE-2019-12691 EPSS 0.0512,Linux,0.51
80,Web/HTTP,Vulnerable component matching CVE-2010-3335 EPSS 0.2392,Linux,2.39
80,Web/HTTP,Vulnerable component matching CVE-2019-0861 EPSS 0.1111,Linux,1.11
80,Web/HTTP,Vulnerable component matching CVE-2008-3010 EPSS 0.1519,Linux,1.52
80,Web/HTTP,Vulnerable component matching CVE-2018-12997 EPSS 0.0671,Linux,0.67
80,Web/HTTP,Vulnerable component matching CVE-2024-4058 EPSS 0.0895,Linux,0.9
80,Web/HTTP,Vulnerable component matching CVE-2018-15155 EPSS 0.1024,Linux,1.02
80,Web/HTTP,Vulnerable component matching CVE-2023-35386 EPSS 0.0555,Linux,0.55
80,Web/HTTP,Vulnerable component matching CVE-2008-4398 EPSS 0.0823,Linux,0.82
80,Web/HTTP,Vulnerable component matching CVE-2002-0370 EPSS 0.4330,Linux,4.33
80,Web/HTTP,Vulnerable component matching CVE-2008-4479 EPSS 0.1033,Linux,1.03
80,Web/HTTP,Vulnerable component matching CVE-2025-5959 EPSS 0.1185,Linux,1.19
80,Web/HTTP,Vulnerable component matching CVE-2013-5946 EPSS 0.0652,Linux,0.65
80,Web/HTTP,Vulnerable component matching CVE-2023-20888 EPSS 0.8228,Linux,8.23
80,Web/HTTP,Vulnerable component matching CVE-2012-1663 EPSS 0.0518,Linux,0.52
80,Web/HTTP,Vulnerable component matching CVE-2011-1992 EPSS 0.1885,Linux,1.88
80,Web/HTTP,Vulnerable component matching CVE-2019-7766 EPSS 0.0658,Linux,0.66
80,Web/HTTP,Vulnerable component matching CVE-2016-4160 EPSS 0.0627,Linux,0.63
80,Web/HTTP,Vulnerable component matching CVE-2022-1271 EPSS 0.0504,Linux,0.5
80,Web/HTTP,Vulnerable component matching CVE-2006-5773 EPSS 0.0775,Linux,0.78
80,Web/HTTP,Vulnerable component matching CVE-2018-12813 EPSS 0.1121,Linux,1.12
80,Web/HTTP,Vulnerable component matching CVE-2008-1489 EPSS 0.1182,Linux,1.18
80,Web/HTTP,Vulnerable component matching CVE-2005-1526 EPSS 0.1655,Linux,1.66
80,Web/HTTP,Vulnerable component matching CVE-2022-25074 EPSS 0.1303,Linux,1.3
80,Web/HTTP,Vulnerable component matching CVE-2008-5492 EPSS 0.3528,Linux,3.53
80,Web/HTTP,Vulnerable component matching CVE-2014-8387 EPSS 0.3095,Linux,3.09
80,Web/HTTP,Vulnerable component matching CVE-2007-0613 EPSS 0.0735,Linux,0.74
80,Web/HTTP,Vulnerable component matching CVE-2020-8658 EPSS 0.0992,Linux,0.99
80,Web/HTTP,Vulnerable component matching CVE-2007-5399 EPSS 0.0553,Linux,0.55
80,Web/HTTP,Vulnerable component matching CVE-2010-1784 EPSS 0.0596,Linux,0.6
80,Web/HTTP,Vulnerable component matching CVE-2000-0770 EPSS 0.1508,Linux,1.51
80,Web/HTTP,Vulnerable component matching CVE-2018-5035 EPSS 0.0843,Linux,0.84
80,Web/HTTP,Vulnerable component matching CVE-2012-4821 EPSS 0.0690,Linux,0.69
80,Web/HTTP,Vulnerable component matching CVE-2020-5666 EPSS 0.0875,Linux,0.88
80,Web/HTTP,Vulnerable component matching CVE-2005-2470 EPSS 0.1325,Linux,1.32
80,Web/HTTP,Vulnerable component matching CVE-2023-39475 EPSS 0.6408,Linux,6.41
80,Web/HTTP,Vulnerable component matching CVE-2025-58747 EPSS 0.0531,Linux,0.53
80,Web/HTTP,Vulnerable component matching CVE-2024-43451 EPSS 0.8411,Linux,8.41
80,Web/HTTP,Vulnerable component matching CVE-2012-0053 EPSS 0.8276,Linux,8.28
80,Web/HTTP,Vulnerable component matching CVE-2020-10224 EPSS 0.0547,Linux,0.55
80,Web/HTTP,Vulnerable component matching CVE-2018-12692 EPSS 0.2882,Linux,2.88
80,Web/HTTP,Vulnerable component matching CVE-2018-12520 EPSS 0.1067,Linux,1.07
80,Web/HTTP,Vulnerable component matching CVE-2016-1000282 EPSS 0.1338,Linux,1.34
80,Web/HTTP,Vulnerable component matching CVE-2017-0264 EPSS 0.1391,Linux,1.39
80,Web/HTTP,Vulnerable component matching CVE-2016-1044 EPSS 0.0691,Linux,0.69
80,Web/HTTP,Vulnerable component matching CVE-2017-1000158 EPSS 0.0794,Linux,0.79
80,Web/HTTP,Vulnerable component matching CVE-2016-0782 EPSS 0.0607,Linux,0.61
80,Web/HTTP,Vulnerable component matching CVE-2018-5550 EPSS 0.3688,Linux,3.69
80,Web/HTTP,Vulnerable component matching CVE-2015-2481 EPSS 0.1412,Linux,1.41
80,Web/HTTP,Vulnerable component matching CVE-2026-50507 EPSS 0.0501,Linux,0.5
80,Web/HTTP,Vulnerable component matching CVE-2002-0300 EPSS 0.0733,Linux,0.73
80,Web/HTTP,Vulnerable component matching CVE-2018-4148 EPSS 0.0529,Linux,0.53
80,Web/HTTP,Vulnerable component matching CVE-2013-1323 EPSS 0.2077,Linux,2.08
80,Web/HTTP,Vulnerable component matching CVE-2017-13715 EPSS 0.0965,Linux,0.97
80,Web/HTTP,Vulnerable component matching CVE-2025-34026 EPSS 0.8194,Linux,8.19
80,Web/HTTP,Vulnerable component matching CVE-2017-12235 EPSS 0.0713,Linux,0.71
80,Web/HTTP,Vulnerable component matching CVE-2020-36193 EPSS 0.7059,Linux,7.06
80,Web/HTTP,Vulnerable component matching CVE-2015-3440 EPSS 0.1632,Linux,1.63
80,Web/HTTP,Vulnerable component matching CVE-2016-4266 EPSS 0.0560,Linux,0.56
80,Web/HTTP,Vulnerable component matching CVE-2020-15606 EPSS 0.0808,Linux,0.81
80,Web/HTTP,Vulnerable component matching CVE-2026-68820 EPSS 0.0618,Linux,0.62
80,Web/HTTP,Vulnerable component matching CVE-2016-7130 EPSS 0.0667,Linux,0.67
80,Web/HTTP,Vulnerable component matching CVE-2013-1463 EPSS 0.0635,Linux,0.64
80,Web/HTTP,Vulnerable component matching CVE-2017-3116 EPSS 0.0813,Linux,0.81
80,Web/HTTP,Vulnerable component matching CVE-2016-1593 EPSS 0.6414,Linux,6.41
80,Web/HTTP,Vulnerable component matching CVE-2025-10359 EPSS 0.0607,Linux,0.61
80,Web/HTTP,Vulnerable component matching CVE-2011-2087 EPSS 0.0613,Linux,0.61
80,Web/HTTP,Vulnerable component matching CVE-2014-6416 EPSS 0.0617,Linux,0.62
80,Web/HTTP,Vulnerable component matching CVE-2014-0457 EPSS 0.0728,Linux,0.73
80,Web/HTTP,Vulnerable component matching CVE-2015-7627 EPSS 0.0591,Linux,0.59
80,Web/HTTP,Vulnerable component matching CVE-2018-8502 EPSS 0.2046,Linux,2.05
80,Web/HTTP,Vulnerable component matching CVE-2006-2413 EPSS 0.0504,Linux,0.5
80,Web/HTTP,Vulnerable component matching CVE-2012-1459 EPSS 0.9981,Linux,9.98
80,Web/HTTP,Vulnerable component matching CVE-2002-0147 EPSS 0.6176,Linux,6.18
80,Web/HTTP,Vulnerable component matching CVE-2011-1512 EPSS 0.0687,Linux,0.69
80,Web/HTTP,Vulnerable component matching CVE-2007-0777 EPSS 0.0756,Linux,0.76
80,Web/HTTP,Vulnerable component matching CVE-2016-0188 EPSS 0.1833,Linux,1.83
80,Web/HTTP,Vulnerable component matching CVE-2002-0189 EPSS 0.1361,Linux,1.36
80,Web/HTTP,Vulnerable component matching CVE-2018-1235 EPSS 0.4286,Linux,4.29
80,Web/HTTP,Vulnerable component matching CVE-2011-0660 EPSS 0.1663,Linux,1.66
80,Web/HTTP,Vulnerable component matching CVE-2014-0092 EPSS 0.3008,Linux,3.01
80,Web/HTTP,Vulnerable component matching CVE-2013-1315 EPSS 0.2870,Linux,2.87
80,Web/HTTP,Vulnerable component matching CVE-2020-5777 EPSS 0.2330,Linux,2.33
