port,service_name,banner_text,os_fingerprint,vuln_score
3389,RDP,Microsoft Terminal Services,Windows Server 2019,10.0
110,Unknown,+OK POP3 ready,Unknown,3.57
3306,MariaDB,MySQL 8.0.28,Cisco IOS,5.8
5900,VNC,RealVNC,Cisco IOS,10.0
25,Exim,Postfix ESMTP,FreeBSD 13,5.25
80,LiteSpeed,,macOS 12,3.08
80,Apache,,Windows 10,5.88
22,Dropbear,Dropbear SSH,Cisco IOS,5.57
21,vsftpd,FileZilla FTP,Windows Server 2019,4.24
23,Telnet,,macOS 12,9.98
8888,Unknown,,Unknown,0.0
5432,PostgreSQL,PostgreSQL 14.2,Linux 4.x/5.x,5.38
22,OpenSSH,OpenSSH_8.2p1,Linux 4.x/5.x,6.79
512,Unknown,,FreeBSD 13,0.85
873,Unknown,,Linux 4.x/5.x,2.93
8888,Unknown,,Windows Server 2019,2.46
27017,MongoDB,MongoDB 6.0,Windows Server 2019,8.31
27017,MongoDB,ismaster,Unknown,9.59
3306,MariaDB,MySQL 8.0.28,Windows Server 2019,4.98
5900,VNC,RealVNC,Windows Server 2019,8.05
3389,RDP,Microsoft Terminal Services,Windows 10,8.87
139,SMB,Samba,Cisco IOS,9.12
139,SMB,,Windows 10,10.0
5432,PostgreSQL,PostgreSQL 14.2,Windows Server 2019,4.19
3389,RDP,Microsoft Terminal Services,Cisco IOS,6.68
5432,PostgreSQL,PostgreSQL 14.2,Linux 3.x,4.89
5432,PostgreSQL,PostgreSQL 14.2,Linux 4.x/5.x,5.92
5432,PostgreSQL,PostgreSQL 14.2,FreeBSD 13,4.17
8080,nginx,Jetty,Unknown,7.93
8080,nginx,Tomcat/9.0,macOS 12,4.75
8080,Apache,Jetty,Cisco IOS,7.33
23,Telnet,,Linux 4.x/5.x,8.72
445,SMB,,FreeBSD 13,8.39
139,SMB,Samba,Cisco IOS,9.17
69,Unknown,,FreeBSD 13,4.34
22,Dropbear,OpenSSH_8.2p1,FreeBSD 13,4.65
21,ProFTPD,vsftpd 3.0.3,Windows Server 2019,10.0
27017,MongoDB,ismaster,Windows 10,4.75
4444,Unknown,,Unknown,5.94
143,Unknown,Dovecot IMAP,macOS 12,1.57
22,Dropbear,Dropbear SSH,Windows 10,2.16
80,IIS,,FreeBSD 13,8.07
22,OpenSSH,OpenSSH_7.4p1,Linux 3.x,2.78
445,SMB,,Linux 4.x/5.x,10.0
4444,Unknown,,Linux 4.x/5.x,0.0
1521,Unknown,Oracle TNS Listener,Windows 10,1.49
8888,Unknown,,FreeBSD 13,4.75
69,Unknown,,Unknown,4.34
873,Unknown,,Unknown,0.0
443,Apache,,Linux 4.x/5.x,5.17
69,Unknown,,Windows Server 2019,0.0
6379,Redis,+OK,Unknown,8.21
139,SMB,Samba,Windows Server 2019,9.05
514,Unknown,,FreeBSD 13,2.5
111,Unknown,,Windows 10,2.79
23,Telnet,,Cisco IOS,8.95
111,Unknown,,Linux 3.x,1.53
5432,PostgreSQL,PostgreSQL 14.2,Cisco IOS,5.28
8888,Unknown,,Windows Server 2019,2.02
8888,Unknown,,Unknown,1.86
3389,RDP,,Linux 4.x/5.x,10.0
8080,Apache,nginx/1.18.0,Windows Server 2019,4.14
8080,Tomcat,Tomcat/9.0,Linux 3.x,9.96
143,Unknown,Dovecot IMAP,Unknown,6.13
514,Unknown,,Windows Server 2019,0.97
5432,PostgreSQL,PostgreSQL 14.2,FreeBSD 13,5.1
22,OpenSSH,OpenSSH_8.2p1,Windows Server 2019,0.68
514,Unknown,,macOS 12,3.2
5900,VNC,RFB 003.008,Linux 3.x,5.99
8443,Unknown,Apache/2.4.41,macOS 12,4.01
80,nginx,Microsoft-IIS/10.0,Cisco IOS,6.07
3306,MySQL,MariaDB 10.6,Windows 10,5.0
80,LiteSpeed,LiteSpeed,Cisco IOS,2.86
22,Dropbear,OpenSSH_7.4p1,Linux 3.x,5.38
3306,MariaDB,MySQL 5.7.38,Windows 10,5.95
1521,Unknown,Oracle TNS Listener,Linux 3.x,1.59
513,Unknown,,macOS 12,1.97
27017,MongoDB,MongoDB 6.0,Linux 4.x/5.x,7.33
8443,Unknown,Apache/2.4.41,Linux 4.x/5.x,2.8
69,Unknown,,Linux 4.x/5.x,3.62
443,nginx,Apache/2.4.41,Windows 10,7.22
53,Unknown,,macOS 12,5.09
143,Unknown,* OK [CAPABILITY IMAP4rev1],Unknown,2.55
53,Unknown,,Cisco IOS,3.85
4444,Unknown,,Windows Server 2019,2.6
6379,Redis,+OK,macOS 12,9.82
110,Unknown,Dovecot ready,Unknown,2.74
445,SMB,Samba,macOS 12,9.12
6379,Redis,+OK,Unknown,7.96
4444,Unknown,,FreeBSD 13,3.92
445,SMB,Samba,macOS 12,9.63
445,SMB,,Linux 3.x,10.0
8080,Tomcat,Tomcat/9.0,Linux 4.x/5.x,9.42
873,Unknown,,Unknown,3.09
4444,Unknown,,macOS 12,2.91
873,Unknown,,FreeBSD 13,2.55
445,SMB,Samba,Linux 3.x,10.0
1433,Unknown,Microsoft SQL Server 2019,Linux 4.x/5.x,3.49
27017,MongoDB,MongoDB 6.0,Linux 4.x/5.x,10.0
53,Unknown,,Unknown,2.87
110,Unknown,+OK Dovecot,Windows 10,6.04
512,Unknown,,Linux 3.x,6.06
873,Unknown,,Windows Server 2019,6.01
22,Dropbear,OpenSSH_8.2p1,Cisco IOS,3.51
53,Unknown,,macOS 12,2.83
513,Unknown,,Unknown,2.68
27017,MongoDB,ismaster,macOS 12,10.0
6379,Redis,Redis server v=7.0.4,Cisco IOS,7.32
873,Unknown,,Windows Server 2019,1.84
53,Unknown,,Windows 10,4.39
873,Unknown,,Unknown,0.34
53,Unknown,,Windows Server 2019,4.54
139,SMB,,Cisco IOS,7.86
4444,Unknown,,Linux 4.x/5.x,2.18
3389,RDP,,Windows Server 2019,10.0
27017,MongoDB,MongoDB 6.0,Linux 3.x,6.5
5432,PostgreSQL,PostgreSQL 14.2,Unknown,4.37
6379,Redis,+OK,Windows Server 2019,9.81
53,Unknown,,Cisco IOS,0.72
110,Unknown,Dovecot ready,Windows Server 2019,3.35
4444,Unknown,,Linux 4.x/5.x,4.29
1521,Unknown,Oracle TNS Listener,Unknown,0.16
139,SMB,Samba,macOS 12,7.96
21,ProFTPD,Pure-FTPd,Windows 10,10.0
25,Postfix,Postfix ESMTP,Windows 10,3.12
8443,Unknown,Apache/2.4.41,Windows 10,2.3
3389,RDP,Microsoft Terminal Services,Windows 10,5.48
3306,MySQL,MariaDB 10.6,Linux 3.x,4.09
23,Telnet,,Unknown,9.89
513,Unknown,,macOS 12,4.92
25,Postfix,Sendmail 8.15,macOS 12,5.45
25,Exim,Postfix ESMTP,Cisco IOS,7.95
445,SMB,,Linux 4.x/5.x,7.92
3389,RDP,Microsoft Terminal Services,Unknown,9.12
21,ProFTPD,Pure-FTPd,macOS 12,7.97
6379,Redis,Redis server v=7.0.4,Linux 3.x,5.59
22,Dropbear,SSH-2.0-OpenSSH_9.0,Windows Server 2019,4.04
80,Apache,Microsoft-IIS/10.0,Linux 3.x,9.04
21,vsftpd,ProFTPD 1.3.5,Cisco IOS,6.67
3389,RDP,Microsoft Terminal Services,Windows Server 2019,10.0
873,Unknown,,Windows 10,3.61
110,Unknown,Dovecot ready,Linux 3.x,1.14
3389,RDP,,Unknown,9.38
513,Unknown,,macOS 12,3.3
443,LiteSpeed,nginx/1.18.0,Windows Server 2019,4.11
2049,Unknown,,Linux 4.x/5.x,4.33
2049,Unknown,,Unknown,3.91
513,Unknown,,Linux 4.x/5.x,1.76
27017,MongoDB,ismaster,Unknown,6.3
110,Unknown,+OK Dovecot,macOS 12,0.69
873,Unknown,,Cisco IOS,3.51
1521,Unknown,Oracle TNS Listener,Linux 4.x/5.x,4.81
513,Unknown,,Windows Server 2019,1.82
110,Unknown,Dovecot ready,Linux 4.x/5.x,0.87
139,SMB,,Windows 10,9.5
514,Unknown,,Unknown,6.16
139,SMB,Samba,Unknown,10.0
139,SMB,,FreeBSD 13,10.0
143,Unknown,* OK [CAPABILITY IMAP4rev1],Linux 3.x,2.9
25,Postfix,Sendmail 8.15,Unknown,3.42
80,IIS,nginx/1.18.0,Unknown,7.22
445,SMB,,Unknown,8.93
23,Telnet,,macOS 12,9.4
3306,MariaDB,MariaDB 10.6,Windows Server 2019,8.85
27017,MongoDB,ismaster,FreeBSD 13,9.99
111,Unknown,,macOS 12,4.27
143,Unknown,Dovecot IMAP,macOS 12,2.81
513,Unknown,,Windows 10,3.02
3306,MySQL,MySQL 8.0.28,FreeBSD 13,2.72
22,Dropbear,Dropbear SSH,macOS 12,5.57
23,Telnet,,FreeBSD 13,10.0
8888,Unknown,,Linux 4.x/5.x,1.47
8443,Unknown,,Unknown,1.74
22,OpenSSH,OpenSSH_7.4p1,Linux 3.x,6.95
5900,VNC,RealVNC,Cisco IOS,7.01
8080,Apache,Apache/2.4.41,FreeBSD 13,8.77
22,Dropbear,SSH-2.0-OpenSSH_9.0,Linux 4.x/5.x,2.83
8888,Unknown,,macOS 12,2.38
443,Apache,LiteSpeed,Windows Server 2019,7.54
8888,Unknown,,Cisco IOS,2.35
111,Unknown,,Windows Server 2019,2.24
22,OpenSSH,OpenSSH_8.2p1,Windows 10,4.19
443,LiteSpeed,nginx/1.18.0,Linux 3.x,5.54
512,Unknown,,Cisco IOS,4.93
143,Unknown,* OK [CAPABILITY IMAP4rev1],FreeBSD 13,3.99
4444,Unknown,,Linux 3.x,1.6
8080,Apache,nginx/1.18.0,macOS 12,9.24
110,Unknown,+OK Dovecot,FreeBSD 13,3.51
3389,RDP,Microsoft Terminal Services,Linux 4.x/5.x,10.0
8080,nginx,Apache/2.4.41,Linux 3.x,3.18
143,Unknown,* OK [CAPABILITY IMAP4rev1],Windows Server 2019,5.34
1521,Unknown,Oracle TNS Listener,Linux 4.x/5.x,2.26
8888,Unknown,,Linux 3.x,2.12
69,Unknown,,FreeBSD 13,3.81
512,Unknown,,Windows 10,0.0
80,LiteSpeed,Apache/2.4.41,Cisco IOS,5.02
23,Telnet,,macOS 12,9.36
139,SMB,Samba,Cisco IOS,10.0
8080,nginx,nginx/1.18.0,Linux 3.x,5.99
69,Unknown,,Cisco IOS,1.01
53,Unknown,,FreeBSD 13,1.4
1521,Unknown,Oracle TNS Listener,Linux 3.x,0.0
53,Unknown,,Windows Server 2019,7.86
5900,VNC,RealVNC,FreeBSD 13,3.74
1521,Unknown,Oracle TNS Listener,Unknown,1.92
80,nginx,Microsoft-IIS/10.0,FreeBSD 13,6.83
443,Apache,LiteSpeed,FreeBSD 13,9.44
80,Apache,Microsoft-IIS/10.0,Linux 3.x,10.0
3306,MariaDB,MySQL 5.7.38,Windows 10,5.85
22,Dropbear,OpenSSH_7.4p1,macOS 12,4.75
110,Unknown,Dovecot ready,FreeBSD 13,2.39
110,Unknown,Dovecot ready,Windows Server 2019,0.0
139,SMB,Samba,FreeBSD 13,7.95
1521,Unknown,Oracle TNS Listener,Cisco IOS,0.0
514,Unknown,,Windows Server 2019,3.63
1521,Unknown,Oracle TNS Listener,Windows 10,2.32
8443,Unknown,,Unknown,2.63
8888,Unknown,,Windows Server 2019,4.34
139,SMB,,Cisco IOS,9.25
22,OpenSSH,Dropbear SSH,Linux 3.x,6.32
6379,Redis,Redis server v=7.0.4,FreeBSD 13,10.0
3306,MariaDB,MySQL 5.7.38,FreeBSD 13,4.81
27017,MongoDB,MongoDB 6.0,Linux 4.x/5.x,4.13
3389,RDP,,Linux 3.x,7.63
4444,Unknown,,Linux 4.x/5.x,2.59
22,OpenSSH,Dropbear SSH,macOS 12,5.87
873,Unknown,,Windows 10,4.45
8080,Tomcat,Jetty,Cisco IOS,4.87
513,Unknown,,FreeBSD 13,0.57
25,Exim,Exim 4.95,Linux 4.x/5.x,10.0
5900,VNC,RealVNC,Linux 3.x,7.98
1433,Unknown,,Windows Server 2019,3.71
8443,Unknown,nginx/1.18.0,Windows Server 2019,3.53
25,Postfix,Sendmail 8.15,Windows Server 2019,4.68
3389,RDP,Microsoft Terminal Services,Windows Server 2019,8.16
80,IIS,Microsoft-IIS/10.0,Cisco IOS,4.58
110,Unknown,+OK POP3 ready,Cisco IOS,1.92
143,Unknown,Dovecot IMAP,Windows 10,7.33
1433,Unknown,Microsoft SQL Server 2019,FreeBSD 13,6.61
8080,Apache,nginx/1.18.0,FreeBSD 13,8.35
3306,MariaDB,MySQL 8.0.28,Cisco IOS,5.9
6379,Redis,Redis server v=7.0.4,Unknown,8.85
443,LiteSpeed,Apache/2.4.41,Linux 4.x/5.x,2.36
21,vsftpd,vsftpd 3.0.3,Windows Server 2019,6.49
23,Telnet,,Linux 3.x,9.38
23,Telnet,,Cisco IOS,9.51
513,Unknown,,Linux 3.x,3.2
514,Unknown,,Windows Server 2019,2.64
21,vsftpd,vsftpd 3.0.3,Cisco IOS,6.21
512,Unknown,,macOS 12,6.19
8443,Unknown,,Windows Server 2019,4.71
1433,Unknown,Microsoft SQL Server 2019,Linux 4.x/5.x,3.13
110,Unknown,+OK Dovecot,FreeBSD 13,0.87
111,Unknown,,Linux 4.x/5.x,3.08
27017,MongoDB,MongoDB 6.0,Linux 3.x,7.36
3389,RDP,,macOS 12,9.74
5900,VNC,RFB 003.008,Linux 3.x,6.53
1521,Unknown,Oracle TNS Listener,Windows Server 2019,1.22
3389,RDP,Microsoft Terminal Services,FreeBSD 13,8.95
5900,VNC,RFB 003.008,Cisco IOS,8.88
8080,Tomcat,nginx/1.18.0,Windows Server 2019,7.31
8443,Unknown,Apache/2.4.41,Windows 10,4.93
110,Unknown,+OK POP3 ready,Windows Server 2019,0.45
5432,PostgreSQL,PostgreSQL 14.2,FreeBSD 13,4.57
69,Unknown,,Linux 4.x/5.x,0.44
512,Unknown,,FreeBSD 13,8.33
4444,Unknown,,Cisco IOS,5.68
1521,Unknown,Oracle TNS Listener,Linux 3.x,3.77
21,ProFTPD,vsftpd 3.0.3,Linux 3.x,6.58
22,OpenSSH,OpenSSH_7.4p1,Linux 4.x/5.x,2.25
8080,nginx,nginx/1.18.0,Unknown,8.91
6379,Redis,Redis server v=7.0.4,FreeBSD 13,6.26
1433,Unknown,Microsoft SQL Server 2019,Windows 10,4.0
873,Unknown,,macOS 12,6.65
1521,Unknown,Oracle TNS Listener,Unknown,3.21
2049,Unknown,,Linux 3.x,0.61
3389,RDP,,macOS 12,5.84
53,Unknown,,Linux 4.x/5.x,3.77
8443,Unknown,nginx/1.18.0,Linux 4.x/5.x,0.79
445,SMB,Windows SMB,FreeBSD 13,9.0
5432,PostgreSQL,PostgreSQL 14.2,Linux 3.x,2.72
3389,RDP,,Windows Server 2019,7.6
514,Unknown,,Cisco IOS,1.86
8443,Unknown,Apache/2.4.41,Windows 10,2.48
1521,Unknown,Oracle TNS Listener,FreeBSD 13,1.52
25,Exim,Sendmail 8.15,Cisco IOS,8.43
873,Unknown,,Windows 10,4.99
5900,VNC,RealVNC,Unknown,6.96
513,Unknown,,Unknown,3.52
4444,Unknown,,Windows 10,1.13
2049,Unknown,,Linux 3.x,0.0
3306,MySQL,MySQL 5.7.38,Cisco IOS,6.22
8888,Unknown,,Windows Server 2019,4.76
23,Telnet,,FreeBSD 13,8.54
21,vsftpd,vsftpd 3.0.3,FreeBSD 13,4.86
512,Unknown,,macOS 12,3.86
3306,MariaDB,MySQL 5.7.38,FreeBSD 13,6.43
80,nginx,LiteSpeed,Windows 10,4.44
1433,Unknown,,Linux 3.x,3.1
21,ProFTPD,Pure-FTPd,Linux 4.x/5.x,9.61
1521,Unknown,Oracle TNS Listener,Linux 3.x,1.28
8080,Apache,Tomcat/9.0,Unknown,9.61
1433,Unknown,,Windows Server 2019,0.22
5900,VNC,RealVNC,Cisco IOS,8.85
513,Unknown,,Linux 4.x/5.x,3.11
5432,PostgreSQL,PostgreSQL 14.2,Windows Server 2019,3.38
1433,Unknown,,Linux 3.x,0.0
8443,Unknown,nginx/1.18.0,Windows 10,5.38
8888,Unknown,,Windows Server 2019,1.13
139,SMB,,Windows 10,8.97
80,nginx,,Windows 10,6.35
139,SMB,Samba,Linux 4.x/5.x,10.0
5900,VNC,RFB 003.008,Linux 3.x,6.97
513,Unknown,,FreeBSD 13,3.1
3306,MariaDB,MySQL 5.7.38,Linux 3.x,6.62
80,Apache,,FreeBSD 13,6.73
5900,VNC,RealVNC,Windows Server 2019,6.36
23,Telnet,,Windows Server 2019,10.0
2049,Unknown,,FreeBSD 13,2.08
8080,Apache,Tomcat/9.0,Windows Server 2019,7.44
5900,VNC,RealVNC,Cisco IOS,7.17
143,Unknown,Dovecot IMAP,Cisco IOS,1.79
69,Unknown,,macOS 12,5.1
6379,Redis,Redis server v=7.0.4,Cisco IOS,8.39
2049,Unknown,,Linux 4.x/5.x,0.0
1433,Unknown,,Linux 3.x,3.6
80,nginx,Apache/2.4.41,macOS 12,4.37
27017,MongoDB,MongoDB 6.0,Unknown,4.64
27017,MongoDB,ismaster,Linux 3.x,9.22
513,Unknown,,Cisco IOS,1.47
2049,Unknown,,Unknown,3.52
53,Unknown,,Windows 10,4.84
2049,Unknown,,Cisco IOS,2.52
6379,Redis,+OK,Windows Server 2019,8.38
53,Unknown,,Unknown,1.64
23,Telnet,,FreeBSD 13,10.0
443,nginx,,Cisco IOS,5.17
139,SMB,Samba,macOS 12,9.54
8443,Unknown,Apache/2.4.41,Linux 3.x,6.01
6379,Redis,Redis server v=7.0.4,Windows 10,5.22
3389,RDP,Microsoft Terminal Services,Unknown,7.47
3389,RDP,Microsoft Terminal Services,Linux 4.x/5.x,8.24
2049,Unknown,,Unknown,3.26
143,Unknown,* OK [CAPABILITY IMAP4rev1],Unknown,4.23
139,SMB,Samba,FreeBSD 13,10.0
25,Exim,Postfix ESMTP,Windows Server 2019,6.88
873,Unknown,,Unknown,2.6
443,LiteSpeed,Apache/2.4.41,Cisco IOS,6.18
111,Unknown,,Unknown,3.68
5432,PostgreSQL,PostgreSQL 14.2,macOS 12,1.96
53,Unknown,,Unknown,0.0
25,Postfix,Microsoft ESMTP,Linux 4.x/5.x,3.91
27017,MongoDB,ismaster,Windows Server 2019,8.49
5900,VNC,RealVNC,Unknown,8.3
53,Unknown,,Linux 4.x/5.x,1.21
8080,nginx,nginx/1.18.0,Unknown,6.69
443,Apache,Apache/2.4.41,Windows 10,7.0
143,Unknown,* OK [CAPABILITY IMAP4rev1],macOS 12,0.84
23,Telnet,,Linux 3.x,9.2
139,SMB,Samba,Unknown,7.06
512,Unknown,,Cisco IOS,0.62
110,Unknown,+OK Dovecot,Linux 4.x/5.x,0.0
22,OpenSSH,SSH-2.0-OpenSSH_9.0,Windows 10,1.91
69,Unknown,,Unknown,6.36
8888,Unknown,,Linux 4.x/5.x,2.2
2049,Unknown,,Windows 10,0.0
443,nginx,nginx/1.18.0,macOS 12,6.25
69,Unknown,,macOS 12,3.58
445,SMB,,Unknown,9.19
6379,Redis,+OK,Windows 10,6.69
53,Unknown,,Cisco IOS,4.25
3306,MySQL,MySQL 5.7.38,Linux 4.x/5.x,3.52
1521,Unknown,Oracle TNS Listener,Windows Server 2019,4.59
110,Unknown,Dovecot ready,Windows 10,4.77
3306,MariaDB,MySQL 5.7.38,Linux 4.x/5.x,5.9
513,Unknown,,Windows 10,0.07
512,Unknown,,Unknown,4.6
5432,PostgreSQL,PostgreSQL 14.2,macOS 12,3.3
22,Dropbear,OpenSSH_8.2p1,Linux 4.x/5.x,4.41
53,Unknown,,macOS 12,4.38
1521,Unknown,Oracle TNS Listener,Linux 3.x,1.38
21,vsftpd,vsftpd 3.0.3,Cisco IOS,8.22
1433,Unknown,,Linux 3.x,2.91
5432,PostgreSQL,PostgreSQL 14.2,macOS 12,3.2
143,Unknown,* OK [CAPABILITY IMAP4rev1],Windows Server 2019,5.0
69,Unknown,,Windows 10,6.1
143,Unknown,Dovecot IMAP,Linux 4.x/5.x,0.0
5432,PostgreSQL,PostgreSQL 14.2,Windows Server 2019,2.34
8443,Unknown,Apache/2.4.41,Linux 3.x,1.45
80,IIS,nginx/1.18.0,Windows Server 2019,10.0
8443,Unknown,Apache/2.4.41,Windows 10,2.04
8080,nginx,Apache/2.4.41,Linux 3.x,8.24
3306,MySQL,MariaDB 10.6,FreeBSD 13,5.9
8443,Unknown,,Windows Server 2019,0.1
512,Unknown,,macOS 12,4.76
22,OpenSSH,SSH-2.0-OpenSSH_9.0,Windows 10,5.63
445,SMB,,Linux 3.x,8.14
8080,Tomcat,Tomcat/9.0,FreeBSD 13,5.68
1433,Unknown,Microsoft SQL Server 2019,Windows 10,0.9
21,ProFTPD,FileZilla FTP,Linux 4.x/5.x,7.75
3306,MariaDB,MySQL 5.7.38,Linux 4.x/5.x,6.99
80,nginx,LiteSpeed,FreeBSD 13,3.87
3389,RDP,Microsoft Terminal Services,Windows 10,8.63
21,ProFTPD,Pure-FTPd,Cisco IOS,8.88
443,nginx,nginx/1.18.0,Windows Server 2019,5.4
443,Apache,nginx/1.18.0,Cisco IOS,3.27
443,nginx,Apache/2.4.41,Linux 4.x/5.x,6.85
53,Unknown,,macOS 12,0.67
873,Unknown,,Unknown,1.85
69,Unknown,,Linux 4.x/5.x,2.08
4444,Unknown,,Windows 10,2.94
27017,MongoDB,ismaster,Linux 3.x,7.67
8888,Unknown,,macOS 12,4.37
69,Unknown,,FreeBSD 13,2.38
513,Unknown,,FreeBSD 13,0.57
512,Unknown,,Unknown,5.17
5432,PostgreSQL,PostgreSQL 14.2,Unknown,3.52
27017,MongoDB,ismaster,FreeBSD 13,7.17
25,Postfix,Sendmail 8.15,Linux 3.x,3.3
8080,Apache,Apache/2.4.41,Windows 10,4.77
8888,Unknown,,Linux 3.x,5.88
80,IIS,nginx/1.18.0,Linux 3.x,3.25
873,Unknown,,Unknown,0.55
6379,Redis,Redis server v=7.0.4,Windows Server 2019,7.31
143,Unknown,* OK [CAPABILITY IMAP4rev1],macOS 12,3.64
2049,Unknown,,Linux 4.x/5.x,1.07
512,Unknown,,Linux 3.x,0.0
4444,Unknown,,Linux 4.x/5.x,0.56
514,Unknown,,macOS 12,2.17
139,SMB,Samba,macOS 12,8.0
139,SMB,,Unknown,10.0
512,Unknown,,macOS 12,6.96
5900,VNC,RFB 003.008,Windows 10,9.25
22,OpenSSH,Dropbear SSH,macOS 12,5.75
8080,Tomcat,nginx/1.18.0,Linux 4.x/5.x,7.76
23,Telnet,,Linux 3.x,10.0
5900,VNC,RFB 003.008,Linux 4.x/5.x,7.7
8080,Tomcat,nginx/1.18.0,Linux 3.x,5.35
445,SMB,Windows SMB,Linux 4.x/5.x,10.0
8080,Tomcat,Tomcat/9.0,macOS 12,8.15
445,SMB,Windows SMB,Cisco IOS,10.0
1521,Unknown,Oracle TNS Listener,Windows Server 2019,6.62
5432,PostgreSQL,PostgreSQL 14.2,macOS 12,1.87
8443,Unknown,Apache/2.4.41,Windows 10,1.27
69,Unknown,,Cisco IOS,2.59
3306,MariaDB,MySQL 5.7.38,macOS 12,6.75
5432,PostgreSQL,PostgreSQL 14.2,macOS 12,5.1
512,Unknown,,Windows 10,2.87
5900,VNC,RFB 003.008,Linux 3.x,9.44
110,Unknown,+OK POP3 ready,macOS 12,4.22
513,Unknown,,Windows Server 2019,4.19
6379,Redis,Redis server v=7.0.4,Cisco IOS,7.58
22,OpenSSH,OpenSSH_8.2p1,Windows 10,5.63
8443,Unknown,Apache/2.4.41,Linux 4.x/5.x,3.62
6379,Redis,Redis server v=7.0.4,Unknown,9.44
110,Unknown,+OK Dovecot,Linux 4.x/5.x,0.37
1521,Unknown,Oracle TNS Listener,Unknown,4.4
69,Unknown,,FreeBSD 13,0.0
21,vsftpd,Pure-FTPd,Windows 10,3.72
69,Unknown,,Windows Server 2019,4.22
5900,VNC,RFB 003.008,Unknown,6.24
8443,Unknown,,Windows 10,3.05
111,Unknown,,Windows 10,1.16
80,Apache,Apache/2.4.41,Cisco IOS,7.7
69,Unknown,,Windows 10,3.09
8443,Unknown,,Cisco IOS,2.95
23,Telnet,,macOS 12,10.0
1521,Unknown,Oracle TNS Listener,Windows Server 2019,3.83
5900,VNC,RealVNC,Windows Server 2019,8.24
80,nginx,,FreeBSD 13,7.5
27017,MongoDB,MongoDB 6.0,Linux 3.x,9.68
139,SMB,,FreeBSD 13,8.05
139,SMB,,Unknown,9.74
110,Unknown,+OK Dovecot,Windows 10,3.87
8443,Unknown,nginx/1.18.0,Linux 3.x,5.62
25,Postfix,Exim 4.95,Cisco IOS,2.96
5900,VNC,RealVNC,Linux 4.x/5.x,6.46
445,SMB,,Linux 4.x/5.x,8.8
53,Unknown,,Unknown,5.81
1521,Unknown,Oracle TNS Listener,Unknown,2.43
8080,Tomcat,nginx/1.18.0,Windows Server 2019,6.92
5900,VNC,RFB 003.008,Cisco IOS,6.47
4444,Unknown,,FreeBSD 13,4.57
8888,Unknown,,Unknown,4.35
3306,MariaDB,MariaDB 10.6,Cisco IOS,5.18
8080,Apache,Tomcat/9.0,Cisco IOS,4.41
110,Unknown,Dovecot ready,Linux 4.x/5.x,4.54
80,IIS,LiteSpeed,Linux 4.x/5.x,7.02
445,SMB,Windows SMB,macOS 12,8.34
8443,Unknown,nginx/1.18.0,Unknown,4.39
139,SMB,,Windows Server 2019,9.64
4444,Unknown,,Windows Server 2019,5.46
53,Unknown,,FreeBSD 13,4.69
110,Unknown,+OK Dovecot,Cisco IOS,2.32
111,Unknown,,Cisco IOS,1.48
1433,Unknown,Microsoft SQL Server 2019,Unknown,7.03
445,SMB,,Linux 4.x/5.x,8.49
139,SMB,,Linux 3.x,7.17
80,IIS,Microsoft-IIS/10.0,Unknown,3.58
23,Telnet,,macOS 12,8.49
27017,MongoDB,ismaster,Cisco IOS,9.7
8080,nginx,nginx/1.18.0,Windows 10,8.78
22,OpenSSH,Dropbear SSH,Linux 4.x/5.x,5.5
25,Exim,Exim 4.95,macOS 12,5.59
110,Unknown,+OK Dovecot,Linux 4.x/5.x,5.4
25,Postfix,Postfix ESMTP,Unknown,5.06
512,Unknown,,Windows 10,5.46
3306,MariaDB,MariaDB 10.6,Linux 4.x/5.x,6.88
443,LiteSpeed,nginx/1.18.0,Windows 10,2.42
6379,Redis,Redis server v=7.0.4,Cisco IOS,8.99
5900,VNC,RealVNC,Windows 10,5.17
512,Unknown,,Windows Server 2019,1.46
873,Unknown,,Cisco IOS,5.07
27017,MongoDB,MongoDB 6.0,FreeBSD 13,9.27
8888,Unknown,,Unknown,1.11
3306,MySQL,MySQL 8.0.28,Unknown,3.45
873,Unknown,,Linux 3.x,3.05
1521,Unknown,Oracle TNS Listener,Windows Server 2019,7.01
445,SMB,Windows SMB,Windows 10,9.56
1433,Unknown,,Unknown,7.71
6379,Redis,+OK,Cisco IOS,7.75
5432,PostgreSQL,PostgreSQL 14.2,Linux 3.x,5.06
512,Unknown,,Cisco IOS,2.37
25,Exim,Exim 4.95,FreeBSD 13,6.8
445,SMB,Samba,macOS 12,8.05
1521,Unknown,Oracle TNS Listener,Windows Server 2019,3.71
5432,PostgreSQL,PostgreSQL 14.2,Linux 4.x/5.x,5.55
1433,Unknown,,macOS 12,2.35
3389,RDP,Microsoft Terminal Services,FreeBSD 13,10.0
80,nginx,LiteSpeed,Cisco IOS,8.8
25,Postfix,Exim 4.95,Linux 4.x/5.x,5.54
445,SMB,,Windows 10,9.33
111,Unknown,,Linux 4.x/5.x,1.66
143,Unknown,* OK [CAPABILITY IMAP4rev1],Windows Server 2019,5.61
53,Unknown,,Windows Server 2019,0.72
8443,Unknown,Apache/2.4.41,macOS 12,4.21
2049,Unknown,,Windows Server 2019,0.42
514,Unknown,,Linux 4.x/5.x,0.89
445,SMB,,Windows Server 2019,8.94
445,SMB,Samba,FreeBSD 13,9.7
513,Unknown,,macOS 12,5.01
