server_header,status_code,has_waf_cookie,content_length,waf_detected,predicted_framework
cloudflare-nginx,403,1,24762,Cloudflare,Unknown
Incapsula,403,1,28805,Imperva,Unknown
CloudFront,301,1,26370,AWS_WAF,Unknown
CloudFront,200,1,16888,AWS_WAF,Vue
AWS,302,1,4429,AWS_WAF,Vue
Sucuri/Cloudproxy,301,1,44566,Sucuri,Node.js
LiteSpeed,301,0,31797,None,Django
Sucuri/Cloudproxy,403,1,28895,Sucuri,Unknown
AmazonS3,500,1,37549,AWS_WAF,Express
Sucuri/Cloudproxy,404,1,32257,Sucuri,Spring_Boot
nginx/1.18.0,403,1,30650,ModSecurity,Vue
cloudflare-nginx,403,1,24020,Cloudflare,Node.js
nginx/1.18.0,500,1,23789,ModSecurity,Laravel
Incapsula,403,1,4554,Imperva,Unknown
AWS,200,1,23115,AWS_WAF,Vue
nginx/1.18.0,500,1,20538,None,Unknown
cloudflare,500,1,42936,Cloudflare,WordPress
AmazonS3,301,1,16071,AWS_WAF,Express
cloudflare-nginx,403,1,2104,Cloudflare,Unknown
Sucuri/Cloudproxy,301,1,44534,Sucuri,ASP.NET
Microsoft-IIS/10.0,500,0,38252,None,Node.js
LiteSpeed,200,0,49519,None,Express
nginx/1.18.0,404,0,47660,None,Vue
BigIP,403,1,7260,F5_BIG_IP,Express
Sucuri/Cloudproxy,200,1,44375,Sucuri,Unknown
Apache/2.4.41,302,0,45065,None,Spring_Boot
BigIP,301,1,5714,F5_BIG_IP,Express
Incapsula,403,1,48500,Imperva,ASP.NET
Apache/2.4.41,500,1,13632,None,Vue
Sucuri/Cloudproxy,403,1,33159,Sucuri,ASP.NET
Apache/2.4.41 (Ubuntu),302,1,21091,ModSecurity,Unknown
CloudFront,403,1,8143,AWS_WAF,Node.js
nginx/1.18.0,500,1,41996,None,Node.js
Sucuri/Cloudproxy,302,1,29764,Sucuri,Vue
Sucuri/Cloudproxy,404,1,34737,Sucuri,Vue
Microsoft-IIS/10.0,301,0,11385,None,Node.js
Sucuri/Cloudproxy,403,1,13987,Sucuri,Spring_Boot
cloudflare,403,1,8650,Cloudflare,React
AWS,403,1,22984,AWS_WAF,Django
Sucuri/Cloudproxy,403,1,1624,Sucuri,WordPress
Apache/2.4.41 (Ubuntu),403,1,5194,ModSecurity,Spring_Boot
cloudflare,403,1,41126,Cloudflare,Vue
Apache/2.4.41 (Ubuntu),403,1,44512,ModSecurity,WordPress
Apache/2.4.41,200,0,5284,None,Node.js
CloudFront,200,1,43287,AWS_WAF,ASP.NET
LiteSpeed,302,0,21146,None,ASP.NET
LiteSpeed,302,1,44093,None,Express
Sucuri/Cloudproxy,403,1,9884,Sucuri,Unknown
nginx/1.18.0,403,1,40284,ModSecurity,ASP.NET
AWS,200,1,16348,AWS_WAF,React
nginx/1.18.0,200,1,15008,ModSecurity,Django
Incapsula,404,1,29667,Imperva,ASP.NET
Incapsula,302,1,34508,Imperva,Spring_Boot
AmazonS3,403,1,31064,AWS_WAF,React
Sucuri/Cloudproxy,403,1,1120,Sucuri,WordPress
BigIP,403,1,36397,F5_BIG_IP,React
Sucuri/Cloudproxy,404,1,6005,Sucuri,WordPress
BIG-IP,301,1,27126,F5_BIG_IP,Laravel
nginx/1.18.0,200,0,24563,None,Django
Microsoft-IIS/10.0,302,0,41300,None,Unknown
Apache/2.4.41 (Ubuntu),404,1,30678,ModSecurity,WordPress
Incapsula,403,1,6213,Imperva,Spring_Boot
Incapsula,302,1,1641,Imperva,ASP.NET
Microsoft-IIS/10.0,500,0,11949,None,ASP.NET
cloudflare,403,1,43792,Cloudflare,Express
cloudflare-nginx,403,1,32039,Cloudflare,WordPress
BigIP,403,1,18425,F5_BIG_IP,Django
cloudflare-nginx,404,1,15497,Cloudflare,ASP.NET
nginx/1.18.0,500,1,17413,ModSecurity,ASP.NET
CloudFront,404,1,352,AWS_WAF,WordPress
Sucuri/Cloudproxy,403,1,12611,Sucuri,React
cloudflare-nginx,301,1,13944,Cloudflare,React
cloudflare,200,1,21435,Cloudflare,React
AWS,500,1,40301,AWS_WAF,WordPress
Incapsula,301,1,7186,Imperva,WordPress
Incapsula,404,1,11214,Imperva,Express
CloudFront,403,1,13032,AWS_WAF,Spring_Boot
BIG-IP,403,1,33617,F5_BIG_IP,Vue
nginx/1.18.0,404,1,32184,ModSecurity,Vue
cloudflare,301,1,29229,Cloudflare,WordPress
cloudflare,404,1,38234,Cloudflare,Express
CloudFront,403,1,32062,AWS_WAF,Spring_Boot
Apache/2.4.41,404,0,12022,None,Unknown
Apache/2.4.41 (Ubuntu),302,1,13059,ModSecurity,Express
BigIP,301,1,11956,F5_BIG_IP,Unknown
BigIP,301,1,21273,F5_BIG_IP,Unknown
Sucuri/Cloudproxy,403,1,43823,Sucuri,React
LiteSpeed,200,0,19809,None,Unknown
nginx/1.18.0,301,1,7282,ModSecurity,Vue
BIG-IP,403,1,14791,F5_BIG_IP,Laravel
CloudFront,404,1,33278,AWS_WAF,Django
BigIP,404,1,1764,F5_BIG_IP,Node.js
nginx/1.18.0,404,1,17681,ModSecurity,Laravel
Sucuri/Cloudproxy,404,1,34776,Sucuri,Laravel
AWS,200,1,13408,AWS_WAF,React
CloudFront,403,1,30550,AWS_WAF,React
Apache/2.4.41 (Ubuntu),404,1,48837,ModSecurity,Node.js
nginx/1.18.0,200,0,23615,None,Django
nginx/1.18.0,404,1,40965,None,Express
cloudflare-nginx,404,1,20252,Cloudflare,Vue
CloudFront,403,1,17950,AWS_WAF,Unknown
BIG-IP,301,1,24750,F5_BIG_IP,React
AmazonS3,403,1,14565,AWS_WAF,React
Incapsula,403,1,23658,Imperva,Node.js
Incapsula,500,1,23273,Imperva,Vue
Sucuri/Cloudproxy,302,1,17855,Sucuri,Express
cloudflare,404,1,39843,Cloudflare,Unknown
Apache/2.4.41,200,1,31247,None,Node.js
Sucuri/Cloudproxy,403,1,31753,Sucuri,Vue
nginx/1.18.0,404,1,10543,ModSecurity,Django
nginx/1.18.0,403,1,42398,ModSecurity,Node.js
Microsoft-IIS/10.0,500,1,44790,None,Vue
Apache/2.4.41 (Ubuntu),403,1,44661,ModSecurity,Laravel
AmazonS3,403,1,24324,AWS_WAF,Unknown
Sucuri/Cloudproxy,200,1,8453,Sucuri,Laravel
Incapsula,301,1,39326,Imperva,Unknown
BigIP,200,1,45000,F5_BIG_IP,Django
AWS,404,1,12932,AWS_WAF,Laravel
cloudflare,200,1,32784,Cloudflare,Django
AmazonS3,403,1,43812,AWS_WAF,Express
CloudFront,404,1,12106,AWS_WAF,ASP.NET
cloudflare-nginx,301,1,14498,Cloudflare,Vue
cloudflare,500,1,40262,Cloudflare,WordPress
cloudflare,403,1,22399,Cloudflare,Node.js
Sucuri/Cloudproxy,500,1,44933,Sucuri,React
cloudflare,302,1,17647,Cloudflare,Django
LiteSpeed,302,0,44946,None,Django
nginx/1.18.0,403,1,34509,ModSecurity,Laravel
Sucuri/Cloudproxy,500,1,8802,Sucuri,Django
BigIP,500,1,22358,F5_BIG_IP,React
Incapsula,301,1,49768,Imperva,ASP.NET
AmazonS3,404,1,21639,AWS_WAF,React
Incapsula,403,1,20183,Imperva,Spring_Boot
Sucuri/Cloudproxy,200,1,26592,Sucuri,Vue
Apache/2.4.41 (Ubuntu),403,1,4880,ModSecurity,Django
AmazonS3,403,1,28981,AWS_WAF,WordPress
nginx/1.18.0,403,1,339,ModSecurity,React
Sucuri/Cloudproxy,500,1,45685,Sucuri,Laravel
Apache/2.4.41 (Ubuntu),500,1,1963,ModSecurity,Unknown
BIG-IP,403,1,38804,F5_BIG_IP,Laravel
BigIP,302,1,1996,F5_BIG_IP,Express
Microsoft-IIS/10.0,301,0,49489,None,ASP.NET
cloudflare-nginx,404,1,6420,Cloudflare,Laravel
Apache/2.4.41,200,1,9268,None,Spring_Boot
Sucuri/Cloudproxy,403,1,8924,Sucuri,Vue
Sucuri/Cloudproxy,403,1,4100,Sucuri,ASP.NET
Microsoft-IIS/10.0,500,0,16503,None,Node.js
BigIP,404,1,36554,F5_BIG_IP,Node.js
BigIP,403,1,47386,F5_BIG_IP,ASP.NET
Incapsula,403,1,14755,Imperva,Django
Incapsula,500,1,15987,Imperva,ASP.NET
Apache/2.4.41,302,1,23461,None,Vue
AmazonS3,302,1,37845,AWS_WAF,ASP.NET
cloudflare-nginx,302,1,49225,Cloudflare,React
Incapsula,403,1,3098,Imperva,Laravel
LiteSpeed,500,1,17138,None,Vue
Apache/2.4.41 (Ubuntu),403,1,26775,ModSecurity,Laravel
Sucuri/Cloudproxy,200,1,42645,Sucuri,Vue
Incapsula,301,1,34203,Imperva,Unknown
Apache/2.4.41,404,0,31099,None,Express
BIG-IP,200,1,11493,F5_BIG_IP,Spring_Boot
Incapsula,500,1,46679,Imperva,WordPress
Apache/2.4.41 (Ubuntu),403,1,48329,ModSecurity,ASP.NET
cloudflare,301,1,13483,Cloudflare,WordPress
Apache/2.4.41,500,0,23320,None,WordPress
BIG-IP,200,1,42990,F5_BIG_IP,React
CloudFront,403,1,48019,AWS_WAF,ASP.NET
Incapsula,301,1,15047,Imperva,WordPress
Apache/2.4.41 (Ubuntu),403,1,25621,ModSecurity,Node.js
Apache/2.4.41 (Ubuntu),404,1,5822,ModSecurity,React
BIG-IP,403,1,3245,F5_BIG_IP,Node.js
Sucuri/Cloudproxy,302,1,27078,Sucuri,WordPress
nginx/1.18.0,403,1,35386,ModSecurity,Vue
Incapsula,302,1,2507,Imperva,ASP.NET
cloudflare,404,1,45724,Cloudflare,Node.js
Incapsula,200,1,4760,Imperva,Unknown
Incapsula,403,1,17355,Imperva,ASP.NET
cloudflare,200,1,15966,Cloudflare,ASP.NET
BigIP,301,1,40997,F5_BIG_IP,Laravel
Sucuri/Cloudproxy,404,1,20999,Sucuri,Vue
Apache/2.4.41,200,0,28294,None,Spring_Boot
nginx/1.18.0,403,1,30731,ModSecurity,ASP.NET
AWS,200,1,33528,AWS_WAF,Spring_Boot
cloudflare-nginx,301,1,39474,Cloudflare,Express
nginx/1.18.0,500,1,32329,ModSecurity,React
Microsoft-IIS/10.0,302,0,47557,None,Django
CloudFront,404,1,2709,AWS_WAF,Unknown
cloudflare-nginx,200,1,1581,Cloudflare,Vue
CloudFront,404,1,45339,AWS_WAF,Unknown
BIG-IP,403,1,21479,F5_BIG_IP,Unknown
cloudflare,403,1,23493,Cloudflare,Laravel
Sucuri/Cloudproxy,301,1,13757,Sucuri,Vue
BigIP,403,1,4534,F5_BIG_IP,Django
nginx/1.18.0,200,1,30662,ModSecurity,React
Sucuri/Cloudproxy,500,1,23879,Sucuri,React
Incapsula,403,1,37390,Imperva,React
BIG-IP,403,1,27556,F5_BIG_IP,ASP.NET
Incapsula,500,1,39763,Imperva,WordPress
Incapsula,500,1,40838,Imperva,React
nginx/1.18.0,403,1,15601,ModSecurity,Node.js
AWS,403,1,11822,AWS_WAF,ASP.NET
Apache/2.4.41 (Ubuntu),500,1,16027,ModSecurity,Laravel
BigIP,302,1,44436,F5_BIG_IP,Node.js
nginx/1.18.0,200,1,5628,ModSecurity,Unknown
BigIP,301,1,39602,F5_BIG_IP,Django
nginx/1.18.0,403,1,117,ModSecurity,Express
Microsoft-IIS/10.0,500,1,8131,None,Node.js
Incapsula,500,1,29811,Imperva,Node.js
AWS,301,1,1695,AWS_WAF,Node.js
AmazonS3,302,1,5500,AWS_WAF,Vue
CloudFront,200,1,6882,AWS_WAF,Unknown
Apache/2.4.41 (Ubuntu),403,1,39151,ModSecurity,ASP.NET
cloudflare,301,1,24004,Cloudflare,Laravel
cloudflare-nginx,403,1,18020,Cloudflare,ASP.NET
CloudFront,500,1,8033,AWS_WAF,Vue
CloudFront,302,1,25882,AWS_WAF,WordPress
Incapsula,403,1,16059,Imperva,Node.js
cloudflare,500,1,9698,Cloudflare,Spring_Boot
Incapsula,301,1,36674,Imperva,ASP.NET
BIG-IP,404,1,27447,F5_BIG_IP,Laravel
Apache/2.4.41,301,1,32303,None,Express
Sucuri/Cloudproxy,403,1,43401,Sucuri,Laravel
AWS,200,1,16966,AWS_WAF,Node.js
AmazonS3,403,1,22188,AWS_WAF,Vue
nginx/1.18.0,500,0,18744,None,Laravel
cloudflare,301,1,44621,Cloudflare,Node.js
Sucuri/Cloudproxy,403,1,20467,Sucuri,React
cloudflare-nginx,403,1,36902,Cloudflare,React
Sucuri/Cloudproxy,404,1,21044,Sucuri,Spring_Boot
cloudflare,200,1,44021,Cloudflare,Unknown
Incapsula,500,1,25374,Imperva,Node.js
CloudFront,302,1,16286,AWS_WAF,WordPress
cloudflare,301,1,28110,Cloudflare,Django
BigIP,403,1,16611,F5_BIG_IP,Unknown
Incapsula,200,1,33613,Imperva,Node.js
Apache/2.4.41,302,1,24314,None,WordPress
cloudflare-nginx,403,1,20901,Cloudflare,Laravel
Apache/2.4.41 (Ubuntu),302,1,16819,ModSecurity,Node.js
Sucuri/Cloudproxy,302,1,7742,Sucuri,Laravel
Apache/2.4.41,200,1,43982,None,Django
Sucuri/Cloudproxy,500,1,48082,Sucuri,Express
AmazonS3,404,1,26961,AWS_WAF,Django
Apache/2.4.41 (Ubuntu),403,1,18165,ModSecurity,Node.js
AWS,301,1,17466,AWS_WAF,Unknown
nginx/1.18.0,403,1,12567,ModSecurity,Node.js
cloudflare-nginx,403,1,40843,Cloudflare,Unknown
BigIP,302,1,24731,F5_BIG_IP,Django
Sucuri/Cloudproxy,403,1,19197,Sucuri,ASP.NET
Incapsula,403,1,11876,Imperva,Unknown
Apache/2.4.41,200,0,35856,None,Spring_Boot
cloudflare-nginx,200,1,17263,Cloudflare,Express
cloudflare,403,1,25055,Cloudflare,React
BigIP,404,1,26319,F5_BIG_IP,Unknown
Incapsula,403,1,30401,Imperva,WordPress
LiteSpeed,301,0,45139,None,Laravel
AmazonS3,200,1,34357,AWS_WAF,Laravel
BIG-IP,200,1,33376,F5_BIG_IP,Spring_Boot
BigIP,404,1,7956,F5_BIG_IP,Django
CloudFront,403,1,9889,AWS_WAF,Node.js
Sucuri/Cloudproxy,403,1,38710,Sucuri,Unknown
Sucuri/Cloudproxy,403,1,14460,Sucuri,ASP.NET
nginx/1.18.0,404,1,32580,ModSecurity,Spring_Boot
BIG-IP,302,1,26596,F5_BIG_IP,Spring_Boot
Microsoft-IIS/10.0,500,0,29859,None,Express
Incapsula,500,1,10047,Imperva,Express
cloudflare,200,1,32306,Cloudflare,Unknown
Incapsula,301,1,43373,Imperva,Unknown
nginx/1.18.0,200,0,37574,None,Laravel
CloudFront,403,1,13742,AWS_WAF,Express
BIG-IP,403,1,43876,F5_BIG_IP,Spring_Boot
BIG-IP,403,1,8887,F5_BIG_IP,Node.js
LiteSpeed,404,0,22624,None,Django
Sucuri/Cloudproxy,403,1,24497,Sucuri,Express
cloudflare-nginx,403,1,27973,Cloudflare,ASP.NET
Incapsula,403,1,18147,Imperva,Django
BigIP,403,1,47065,F5_BIG_IP,React
nginx/1.18.0,403,1,4230,ModSecurity,Node.js
CloudFront,200,1,26576,AWS_WAF,Spring_Boot
BigIP,403,1,39304,F5_BIG_IP,Node.js
Sucuri/Cloudproxy,500,1,29550,Sucuri,Laravel
Sucuri/Cloudproxy,302,1,45223,Sucuri,ASP.NET
BIG-IP,403,1,27790,F5_BIG_IP,Vue
Sucuri/Cloudproxy,403,1,13808,Sucuri,Node.js
Apache/2.4.41 (Ubuntu),403,1,17170,ModSecurity,WordPress
BIG-IP,302,1,49392,F5_BIG_IP,ASP.NET
Sucuri/Cloudproxy,403,1,33359,Sucuri,ASP.NET
Incapsula,404,1,39985,Imperva,Laravel
Incapsula,403,1,24871,Imperva,ASP.NET
BIG-IP,403,1,34827,F5_BIG_IP,ASP.NET
Sucuri/Cloudproxy,403,1,6942,Sucuri,Express
Apache/2.4.41 (Ubuntu),200,1,18927,ModSecurity,Express
BIG-IP,404,1,36652,F5_BIG_IP,WordPress
cloudflare-nginx,403,1,2963,Cloudflare,Node.js
Apache/2.4.41 (Ubuntu),403,1,35603,ModSecurity,WordPress
cloudflare-nginx,200,1,17542,Cloudflare,Node.js
LiteSpeed,200,0,30744,None,Django
cloudflare,500,1,19351,Cloudflare,Laravel
Sucuri/Cloudproxy,500,1,38582,Sucuri,Laravel
Sucuri/Cloudproxy,302,1,6444,Sucuri,Vue
cloudflare,403,1,3029,Cloudflare,Unknown
BIG-IP,500,1,26306,F5_BIG_IP,React
Incapsula,403,1,46962,Imperva,Unknown
AWS,200,1,7406,AWS_WAF,Django
Incapsula,500,1,41093,Imperva,Spring_Boot
Microsoft-IIS/10.0,404,0,7550,None,WordPress
Apache/2.4.41 (Ubuntu),403,1,42053,ModSecurity,Express
BigIP,404,1,18699,F5_BIG_IP,WordPress
cloudflare,403,1,7253,Cloudflare,Spring_Boot
cloudflare,403,1,38681,Cloudflare,Express
Sucuri/Cloudproxy,500,1,34232,Sucuri,Django
BIG-IP,404,1,30469,F5_BIG_IP,Spring_Boot
AWS,403,1,40547,AWS_WAF,Laravel
Microsoft-IIS/10.0,500,0,34587,None,Node.js
nginx/1.18.0,302,1,19029,None,Node.js
Incapsula,404,1,4061,Imperva,React
AWS,200,1,14419,AWS_WAF,Django
AWS,302,1,25894,AWS_WAF,Express
BigIP,403,1,23261,F5_BIG_IP,ASP.NET
nginx/1.18.0,403,1,1384,ModSecurity,Django
BIG-IP,403,1,44547,F5_BIG_IP,Laravel
BigIP,200,1,32484,F5_BIG_IP,WordPress
Sucuri/Cloudproxy,403,1,10110,Sucuri,React
CloudFront,403,1,40667,AWS_WAF,Laravel
Sucuri/Cloudproxy,403,1,25131,Sucuri,WordPress
CloudFront,302,1,5163,AWS_WAF,Django
nginx/1.18.0,404,0,48402,None,ASP.NET
cloudflare,301,1,27184,Cloudflare,WordPress
Incapsula,301,1,31730,Imperva,Vue
LiteSpeed,500,0,34563,None,Node.js
Apache/2.4.41,500,0,44315,None,Django
BIG-IP,403,1,17375,F5_BIG_IP,Vue
nginx/1.18.0,404,0,1858,None,Express
Apache/2.4.41,500,0,23423,None,Laravel
Sucuri/Cloudproxy,404,1,4272,Sucuri,React
nginx/1.18.0,301,1,1289,ModSecurity,React
cloudflare-nginx,500,1,44036,Cloudflare,Spring_Boot
AWS,500,1,1767,AWS_WAF,Vue
AmazonS3,403,1,2550,AWS_WAF,Django
Incapsula,404,1,26956,Imperva,Unknown
BIG-IP,301,1,41012,F5_BIG_IP,WordPress
Sucuri/Cloudproxy,403,1,35102,Sucuri,Django
Sucuri/Cloudproxy,403,1,30703,Sucuri,React
nginx/1.18.0,301,1,37656,ModSecurity,Unknown
Incapsula,403,1,30894,Imperva,Node.js
BIG-IP,301,1,38591,F5_BIG_IP,Express
AmazonS3,301,1,31301,AWS_WAF,React
Apache/2.4.41,301,0,19281,None,Express
AmazonS3,404,1,2654,AWS_WAF,Django
nginx/1.18.0,403,1,36598,ModSecurity,Unknown
CloudFront,403,1,8898,AWS_WAF,React
AWS,200,1,4360,AWS_WAF,Unknown
Sucuri/Cloudproxy,403,1,39031,Sucuri,React
cloudflare,403,1,47594,Cloudflare,Spring_Boot
cloudflare,200,1,5794,Cloudflare,React
Sucuri/Cloudproxy,200,1,35467,Sucuri,Express
Sucuri/Cloudproxy,200,1,8515,Sucuri,Unknown
CloudFront,403,1,40916,AWS_WAF,Vue
BIG-IP,403,1,3142,F5_BIG_IP,Django
Apache/2.4.41 (Ubuntu),301,1,26729,ModSecurity,Unknown
Apache/2.4.41 (Ubuntu),403,1,4906,ModSecurity,WordPress
Apache/2.4.41,200,1,23551,None,Django
Microsoft-IIS/10.0,500,0,47303,None,Django
nginx/1.18.0,200,1,12287,ModSecurity,Node.js
BIG-IP,404,1,5963,F5_BIG_IP,Node.js
Sucuri/Cloudproxy,404,1,1075,Sucuri,Unknown
AWS,302,1,27104,AWS_WAF,WordPress
Sucuri/Cloudproxy,404,1,48469,Sucuri,Laravel
BIG-IP,403,1,27773,F5_BIG_IP,Vue
cloudflare,200,1,15630,Cloudflare,ASP.NET
CloudFront,403,1,35742,AWS_WAF,Express
AWS,403,1,21129,AWS_WAF,Laravel
AmazonS3,301,1,28037,AWS_WAF,Django
AmazonS3,301,1,8246,AWS_WAF,Express
nginx/1.18.0,404,1,35553,ModSecurity,React
CloudFront,403,1,33244,AWS_WAF,Node.js
Microsoft-IIS/10.0,301,0,44450,None,Spring_Boot
Incapsula,302,1,11650,Imperva,Unknown
nginx/1.18.0,500,1,14477,ModSecurity,Express
Sucuri/Cloudproxy,500,1,36853,Sucuri,Node.js
Apache/2.4.41,404,0,10376,None,React
LiteSpeed,302,0,3835,None,ASP.NET
Microsoft-IIS/10.0,500,0,10294,None,Unknown
Sucuri/Cloudproxy,200,1,10653,Sucuri,Unknown
Apache/2.4.41,200,1,1020,None,Django
BIG-IP,200,1,42127,F5_BIG_IP,Laravel
nginx/1.18.0,404,1,48261,ModSecurity,Express
BIG-IP,302,1,9464,F5_BIG_IP,WordPress
Incapsula,404,1,10988,Imperva,Unknown
Sucuri/Cloudproxy,403,1,26297,Sucuri,Spring_Boot
Apache/2.4.41 (Ubuntu),403,1,22422,ModSecurity,WordPress
nginx/1.18.0,301,1,1563,ModSecurity,ASP.NET
Incapsula,302,1,27484,Imperva,Vue
Incapsula,403,1,18086,Imperva,React
Incapsula,200,1,20895,Imperva,Django
cloudflare,302,1,4324,Cloudflare,WordPress
Incapsula,301,1,18523,Imperva,Vue
Apache/2.4.41 (Ubuntu),404,1,41349,ModSecurity,Django
nginx/1.18.0,302,1,382,ModSecurity,WordPress
LiteSpeed,302,0,47681,None,Laravel
BigIP,301,1,3122,F5_BIG_IP,Express
Incapsula,404,1,40358,Imperva,Unknown
LiteSpeed,404,0,3007,None,React
Apache/2.4.41,200,0,801,None,Laravel
Sucuri/Cloudproxy,403,1,22480,Sucuri,Node.js
Sucuri/Cloudproxy,403,1,20351,Sucuri,Spring_Boot
Incapsula,403,1,15759,Imperva,Laravel
BIG-IP,200,1,46043,F5_BIG_IP,Unknown
CloudFront,403,1,43454,AWS_WAF,Express
cloudflare,200,1,43924,Cloudflare,WordPress
Incapsula,403,1,5119,Imperva,Node.js
LiteSpeed,404,0,19430,None,Spring_Boot
BIG-IP,404,1,26229,F5_BIG_IP,Django
cloudflare-nginx,500,1,17279,Cloudflare,ASP.NET
nginx/1.18.0,200,1,7183,None,Laravel
BIG-IP,403,1,7592,F5_BIG_IP,Node.js
BIG-IP,403,1,47002,F5_BIG_IP,Spring_Boot
BIG-IP,403,1,35928,F5_BIG_IP,Node.js
nginx/1.18.0,301,1,9363,ModSecurity,React
Incapsula,500,1,25145,Imperva,Vue
Incapsula,403,1,39840,Imperva,Vue
Microsoft-IIS/10.0,302,0,21554,None,Express
BigIP,200,1,29468,F5_BIG_IP,Express
cloudflare-nginx,500,1,21231,Cloudflare,Express
BIG-IP,302,1,25171,F5_BIG_IP,Vue
Apache/2.4.41,500,0,15589,None,Vue
cloudflare,403,1,17789,Cloudflare,Vue
Sucuri/Cloudproxy,302,1,13183,Sucuri,Express
AmazonS3,302,1,20056,AWS_WAF,Django
Sucuri/Cloudproxy,500,1,40018,Sucuri,Laravel
CloudFront,403,1,49371,AWS_WAF,Unknown
AmazonS3,403,1,12626,AWS_WAF,Unknown
CloudFront,301,1,14408,AWS_WAF,React
nginx/1.18.0,403,1,16063,ModSecurity,Node.js
Incapsula,500,1,31795,Imperva,Node.js
AWS,200,1,32854,AWS_WAF,WordPress
BIG-IP,200,1,34408,F5_BIG_IP,Django
Incapsula,404,1,46537,Imperva,Laravel
cloudflare-nginx,403,1,36283,Cloudflare,Express
CloudFront,404,1,40068,AWS_WAF,ASP.NET
nginx/1.18.0,301,1,9874,ModSecurity,Vue
nginx/1.18.0,403,1,12419,ModSecurity,Django
AmazonS3,200,1,8237,AWS_WAF,Node.js
BigIP,403,1,30447,F5_BIG_IP,Vue
nginx/1.18.0,404,1,5557,ModSecurity,Express
Apache/2.4.41,302,0,8700,None,Unknown
BigIP,200,1,36129,F5_BIG_IP,Node.js
LiteSpeed,500,0,35265,None,ASP.NET
AWS,200,1,10162,AWS_WAF,Django
CloudFront,403,1,30123,AWS_WAF,Spring_Boot
cloudflare-nginx,500,1,14502,Cloudflare,React
Sucuri/Cloudproxy,403,1,10110,Sucuri,Vue
BigIP,200,1,15337,F5_BIG_IP,Node.js
BIG-IP,404,1,13103,F5_BIG_IP,WordPress
nginx/1.18.0,403,1,7065,ModSecurity,Laravel
BigIP,301,1,38648,F5_BIG_IP,React
nginx/1.18.0,403,1,44609,ModSecurity,Laravel
LiteSpeed,404,0,44977,None,Laravel
Apache/2.4.41,200,0,44834,None,Node.js
Sucuri/Cloudproxy,403,1,34888,Sucuri,Unknown
cloudflare,500,1,530,Cloudflare,Laravel
AmazonS3,404,1,4241,AWS_WAF,React
AmazonS3,500,1,19353,AWS_WAF,Django
AmazonS3,302,1,17833,AWS_WAF,ASP.NET
Sucuri/Cloudproxy,403,1,3177,Sucuri,ASP.NET
Incapsula,500,1,29209,Imperva,WordPress
cloudflare-nginx,200,1,46075,Cloudflare,ASP.NET
Sucuri/Cloudproxy,302,1,32866,Sucuri,Express
BIG-IP,404,1,39125,F5_BIG_IP,WordPress
BIG-IP,403,1,46987,F5_BIG_IP,React
BigIP,301,1,3646,F5_BIG_IP,Node.js
cloudflare-nginx,500,1,39137,Cloudflare,Django
Sucuri/Cloudproxy,404,1,16500,Sucuri,Laravel
cloudflare-nginx,403,1,20979,Cloudflare,Express
cloudflare,403,1,31988,Cloudflare,Express
Incapsula,500,1,22550,Imperva,Express
AmazonS3,200,1,33002,AWS_WAF,Node.js
Apache/2.4.41 (Ubuntu),301,1,30444,ModSecurity,Laravel
cloudflare-nginx,403,1,6173,Cloudflare,Unknown
BigIP,301,1,21631,F5_BIG_IP,React
cloudflare,403,1,25640,Cloudflare,Node.js
nginx/1.18.0,500,1,48703,ModSecurity,WordPress
Apache/2.4.41,301,0,1948,None,Vue
CloudFront,200,1,31896,AWS_WAF,Django
Apache/2.4.41 (Ubuntu),403,1,8804,ModSecurity,Node.js
Microsoft-IIS/10.0,301,0,25557,None,React
Apache/2.4.41 (Ubuntu),302,1,10455,ModSecurity,Laravel
AmazonS3,403,1,4045,AWS_WAF,ASP.NET
Apache/2.4.41 (Ubuntu),301,1,43804,ModSecurity,React
CloudFront,403,1,44609,AWS_WAF,Spring_Boot
Incapsula,404,1,26141,Imperva,Node.js
Apache/2.4.41 (Ubuntu),500,1,29324,ModSecurity,Vue
Incapsula,403,1,16856,Imperva,WordPress
Sucuri/Cloudproxy,403,1,47646,Sucuri,WordPress
BIG-IP,403,1,7029,F5_BIG_IP,Unknown
BIG-IP,302,1,4956,F5_BIG_IP,ASP.NET
Incapsula,403,1,15953,Imperva,ASP.NET
Apache/2.4.41 (Ubuntu),301,1,45607,ModSecurity,WordPress
Incapsula,403,1,23535,Imperva,ASP.NET
Sucuri/Cloudproxy,302,1,40711,Sucuri,Express
cloudflare,403,1,31120,Cloudflare,Spring_Boot
AmazonS3,500,1,16432,AWS_WAF,React
cloudflare-nginx,302,1,4788,Cloudflare,Unknown
Sucuri/Cloudproxy,301,1,9150,Sucuri,React
Incapsula,200,1,24902,Imperva,Django
Sucuri/Cloudproxy,302,1,14495,Sucuri,Express
Incapsula,301,1,7729,Imperva,WordPress
Sucuri/Cloudproxy,403,1,48891,Sucuri,Django
Incapsula,200,1,23081,Imperva,Django
CloudFront,403,1,23379,AWS_WAF,Node.js
Apache/2.4.41 (Ubuntu),403,1,49588,ModSecurity,Spring_Boot
BigIP,404,1,22109,F5_BIG_IP,Node.js
BigIP,403,1,37433,F5_BIG_IP,Express
nginx/1.18.0,404,1,43493,ModSecurity,Express
cloudflare-nginx,301,1,28829,Cloudflare,Django
