framework,waf_type,recommended_tool,recommended_wordlist,recommended_extensions,recommended_threads,recommended_delay_ms
Node.js,Sucuri,gobuster,api-endpoints.txt,.json,31,0
Vue,Cloudflare,ffuf,directory-list-2.3-medium.txt,.html,11,964
Django,Imperva,ffuf,api-endpoints.txt,.json,9,637
React,Imperva,ffuf,directory-list-2.3-medium.txt,.php,12,799
ASP.NET,ModSecurity,feroxbuster,directory-list-2.3-medium.txt,.php,24,0
Unknown,AWS_WAF,ffuf,directory-list-2.3-medium.txt,".bak,.old,.swp",14,685
Laravel,Sucuri,feroxbuster,api-endpoints.txt,.json,27,0
WordPress,Cloudflare,ffuf,cms-wordpress.txt,.php,7,981
Django,Imperva,ffuf,api-endpoints.txt,.json,7,460
Express,None,feroxbuster,directory-list-2.3-medium.txt,.html,41,0
Laravel,Sucuri,gobuster,api-endpoints.txt,.json,20,0
Spring_Boot,F5_BIG_IP,feroxbuster,common.txt,.php,31,0
Django,Imperva,ffuf,api-endpoints.txt,.json,11,437
Django,AWS_WAF,ffuf,api-endpoints.txt,.json,13,918
Vue,AWS_WAF,ffuf,directory-list-2.3-medium.txt,.php,7,981
Spring_Boot,Sucuri,gobuster,common.txt,.html,47,0
ASP.NET,None,feroxbuster,directory-list-2.3-medium.txt,.php,49,0
React,Cloudflare,ffuf,common.txt,none,12,856
Node.js,AWS_WAF,ffuf,api-endpoints.txt,.json,10,442
Spring_Boot,Sucuri,gobuster,directory-list-2.3-medium.txt,.php,41,0
Vue,None,feroxbuster,common.txt,none,32,0
Unknown,Cloudflare,ffuf,common.txt,.php,15,330
Spring_Boot,ModSecurity,feroxbuster,common.txt,.php,41,0
Laravel,Imperva,ffuf,api-endpoints.txt,.json,13,664
Django,None,feroxbuster,api-endpoints.txt,.json,41,0
Express,Imperva,ffuf,common.txt,.html,13,401
React,AWS_WAF,ffuf,common.txt,".bak,.old,.swp",14,260
Node.js,Imperva,ffuf,api-endpoints.txt,.json,6,903
Laravel,Cloudflare,ffuf,api-endpoints.txt,.json,11,549
Node.js,Imperva,ffuf,api-endpoints.txt,.json,9,620
WordPress,ModSecurity,feroxbuster,cms-wordpress.txt,.php,38,0
Django,Cloudflare,ffuf,api-endpoints.txt,.json,10,361
Express,F5_BIG_IP,feroxbuster,common.txt,".bak,.old,.swp",35,0
Spring_Boot,Imperva,ffuf,directory-list-2.3-medium.txt,none,5,280
Express,None,gobuster,common.txt,none,41,0
Vue,AWS_WAF,ffuf,directory-list-2.3-medium.txt,.html,5,791
Node.js,Sucuri,gobuster,api-endpoints.txt,.json,41,0
WordPress,AWS_WAF,ffuf,cms-wordpress.txt,.php,12,268
Node.js,ModSecurity,gobuster,api-endpoints.txt,.json,42,0
Node.js,ModSecurity,gobuster,api-endpoints.txt,.json,25,0
Vue,ModSecurity,gobuster,common.txt,".bak,.old,.swp",35,0
Laravel,None,gobuster,api-endpoints.txt,.json,38,0
Vue,F5_BIG_IP,feroxbuster,directory-list-2.3-medium.txt,".bak,.old,.swp",20,0
React,F5_BIG_IP,feroxbuster,common.txt,".bak,.old,.swp",43,0
Spring_Boot,AWS_WAF,ffuf,directory-list-2.3-medium.txt,none,6,865
Node.js,Imperva,ffuf,api-endpoints.txt,.json,13,361
Django,ModSecurity,gobuster,api-endpoints.txt,.json,38,0
Node.js,ModSecurity,feroxbuster,api-endpoints.txt,.json,40,0
Laravel,F5_BIG_IP,gobuster,api-endpoints.txt,.json,50,0
ASP.NET,F5_BIG_IP,feroxbuster,directory-list-2.3-medium.txt,.php,37,0
Spring_Boot,Cloudflare,ffuf,directory-list-2.3-medium.txt,none,6,966
Laravel,ModSecurity,gobuster,api-endpoints.txt,.json,36,0
Node.js,Cloudflare,ffuf,api-endpoints.txt,.json,13,713
Django,AWS_WAF,ffuf,api-endpoints.txt,.json,12,339
ASP.NET,None,gobuster,directory-list-2.3-medium.txt,.html,36,0
Spring_Boot,None,gobuster,directory-list-2.3-medium.txt,.html,48,0
Unknown,AWS_WAF,ffuf,directory-list-2.3-medium.txt,".bak,.old,.swp",15,440
Unknown,Imperva,ffuf,directory-list-2.3-medium.txt,".bak,.old,.swp",14,558
Node.js,Imperva,ffuf,api-endpoints.txt,.json,15,424
Laravel,AWS_WAF,ffuf,api-endpoints.txt,.json,12,971
ASP.NET,ModSecurity,feroxbuster,common.txt,.php,39,0
Spring_Boot,Cloudflare,ffuf,directory-list-2.3-medium.txt,.php,7,716
ASP.NET,ModSecurity,feroxbuster,common.txt,".bak,.old,.swp",43,0
Express,None,gobuster,common.txt,none,23,0
WordPress,F5_BIG_IP,feroxbuster,cms-wordpress.txt,.php,23,0
Express,Cloudflare,ffuf,common.txt,".bak,.old,.swp",12,615
WordPress,F5_BIG_IP,gobuster,cms-wordpress.txt,.php,32,0
React,ModSecurity,gobuster,directory-list-2.3-medium.txt,none,47,0
Unknown,F5_BIG_IP,feroxbuster,directory-list-2.3-medium.txt,none,49,0
WordPress,Cloudflare,ffuf,cms-wordpress.txt,.php,8,264
Node.js,Cloudflare,ffuf,api-endpoints.txt,.json,12,230
Unknown,ModSecurity,gobuster,directory-list-2.3-medium.txt,".bak,.old,.swp",41,0
React,F5_BIG_IP,feroxbuster,directory-list-2.3-medium.txt,".bak,.old,.swp",39,0
WordPress,F5_BIG_IP,gobuster,cms-wordpress.txt,.php,46,0
Vue,F5_BIG_IP,gobuster,directory-list-2.3-medium.txt,.php,45,0
Vue,AWS_WAF,ffuf,common.txt,".bak,.old,.swp",13,897
ASP.NET,AWS_WAF,ffuf,common.txt,.php,11,907
Django,ModSecurity,gobuster,api-endpoints.txt,.json,26,0
Laravel,ModSecurity,feroxbuster,api-endpoints.txt,.json,32,0
Django,F5_BIG_IP,gobuster,api-endpoints.txt,.json,42,0
ASP.NET,None,gobuster,directory-list-2.3-medium.txt,".bak,.old,.swp",32,0
Django,AWS_WAF,ffuf,api-endpoints.txt,.json,15,873
Spring_Boot,ModSecurity,feroxbuster,directory-list-2.3-medium.txt,".bak,.old,.swp",22,0
Express,Imperva,ffuf,directory-list-2.3-medium.txt,.php,10,571
Laravel,None,gobuster,api-endpoints.txt,.json,30,0
ASP.NET,Imperva,ffuf,directory-list-2.3-medium.txt,.php,7,764
Django,Sucuri,gobuster,api-endpoints.txt,.json,40,0
ASP.NET,None,gobuster,directory-list-2.3-medium.txt,.html,48,0
Express,None,feroxbuster,directory-list-2.3-medium.txt,.html,29,0
Unknown,Cloudflare,ffuf,common.txt,".bak,.old,.swp",10,703
Express,Sucuri,feroxbuster,common.txt,.html,44,0
WordPress,Cloudflare,ffuf,cms-wordpress.txt,.php,13,550
Express,AWS_WAF,ffuf,directory-list-2.3-medium.txt,.html,12,649
ASP.NET,None,gobuster,directory-list-2.3-medium.txt,.php,39,0
React,Sucuri,gobuster,common.txt,none,39,0
Express,Cloudflare,ffuf,common.txt,.php,14,217
Django,None,gobuster,api-endpoints.txt,.json,48,0
Express,F5_BIG_IP,feroxbuster,directory-list-2.3-medium.txt,.php,27,0
Node.js,Sucuri,gobuster,api-endpoints.txt,.json,31,0
Vue,Imperva,ffuf,directory-list-2.3-medium.txt,".bak,.old,.swp",14,855
Laravel,ModSecurity,feroxbuster,api-endpoints.txt,.json,26,0
Express,Imperva,ffuf,common.txt,.html,6,450
Node.js,Sucuri,feroxbuster,api-endpoints.txt,.json,32,0
React,Sucuri,feroxbuster,directory-list-2.3-medium.txt,none,33,0
React,Sucuri,feroxbuster,directory-list-2.3-medium.txt,.html,32,0
Unknown,AWS_WAF,ffuf,directory-list-2.3-medium.txt,.php,8,325
Laravel,None,feroxbuster,api-endpoints.txt,.json,45,0
WordPress,Imperva,ffuf,cms-wordpress.txt,.php,10,788
Node.js,F5_BIG_IP,feroxbuster,api-endpoints.txt,.json,31,0
Django,F5_BIG_IP,feroxbuster,api-endpoints.txt,.json,40,0
React,None,gobuster,common.txt,.php,20,0
WordPress,Sucuri,feroxbuster,cms-wordpress.txt,.php,29,0
WordPress,ModSecurity,feroxbuster,cms-wordpress.txt,.php,29,0
Spring_Boot,AWS_WAF,ffuf,directory-list-2.3-medium.txt,".bak,.old,.swp",7,459
Django,F5_BIG_IP,gobuster,api-endpoints.txt,.json,28,0
Django,F5_BIG_IP,feroxbuster,api-endpoints.txt,.json,20,0
Laravel,Sucuri,feroxbuster,api-endpoints.txt,.json,45,0
Django,ModSecurity,feroxbuster,api-endpoints.txt,.json,34,0
WordPress,F5_BIG_IP,feroxbuster,cms-wordpress.txt,.php,21,0
Express,None,feroxbuster,common.txt,none,31,0
Express,F5_BIG_IP,gobuster,common.txt,.php,29,0
Vue,Imperva,ffuf,common.txt,none,11,742
Django,AWS_WAF,ffuf,api-endpoints.txt,.json,12,699
Node.js,None,feroxbuster,api-endpoints.txt,.json,50,0
WordPress,Imperva,ffuf,cms-wordpress.txt,.php,6,228
Node.js,F5_BIG_IP,feroxbuster,api-endpoints.txt,.json,22,0
Spring_Boot,Imperva,ffuf,directory-list-2.3-medium.txt,none,10,453
Express,Imperva,ffuf,common.txt,.html,11,590
React,F5_BIG_IP,feroxbuster,directory-list-2.3-medium.txt,none,35,0
Laravel,AWS_WAF,ffuf,api-endpoints.txt,.json,12,800
Laravel,Sucuri,gobuster,api-endpoints.txt,.json,41,0
ASP.NET,Imperva,ffuf,common.txt,none,13,679
WordPress,F5_BIG_IP,feroxbuster,cms-wordpress.txt,.php,44,0
Express,AWS_WAF,ffuf,directory-list-2.3-medium.txt,".bak,.old,.swp",6,893
React,F5_BIG_IP,feroxbuster,directory-list-2.3-medium.txt,none,34,0
Vue,Cloudflare,ffuf,common.txt,.html,12,916
Spring_Boot,None,gobuster,directory-list-2.3-medium.txt,.php,48,0
Django,Cloudflare,ffuf,api-endpoints.txt,.json,10,885
Vue,None,feroxbuster,common.txt,none,41,0
Spring_Boot,Sucuri,feroxbuster,common.txt,none,32,0
Unknown,ModSecurity,gobuster,common.txt,.php,22,0
ASP.NET,ModSecurity,feroxbuster,directory-list-2.3-medium.txt,.html,32,0
ASP.NET,Sucuri,gobuster,common.txt,.php,36,0
React,Sucuri,gobuster,directory-list-2.3-medium.txt,none,26,0
ASP.NET,F5_BIG_IP,feroxbuster,common.txt,".bak,.old,.swp",22,0
Vue,Cloudflare,ffuf,directory-list-2.3-medium.txt,.html,5,482
WordPress,Sucuri,gobuster,cms-wordpress.txt,.php,23,0
Spring_Boot,Cloudflare,ffuf,directory-list-2.3-medium.txt,none,6,290
Spring_Boot,F5_BIG_IP,feroxbuster,common.txt,none,41,0
WordPress,None,feroxbuster,cms-wordpress.txt,.php,21,0
Node.js,Sucuri,gobuster,api-endpoints.txt,.json,36,0
WordPress,ModSecurity,feroxbuster,cms-wordpress.txt,.php,48,0
Express,Imperva,ffuf,common.txt,none,15,686
Django,ModSecurity,feroxbuster,api-endpoints.txt,.json,26,0
Unknown,ModSecurity,feroxbuster,directory-list-2.3-medium.txt,.php,42,0
Spring_Boot,ModSecurity,gobuster,directory-list-2.3-medium.txt,".bak,.old,.swp",36,0
Express,Cloudflare,ffuf,common.txt,.php,10,545
Spring_Boot,ModSecurity,gobuster,directory-list-2.3-medium.txt,.html,32,0
Node.js,Sucuri,feroxbuster,api-endpoints.txt,.json,48,0
Vue,Sucuri,gobuster,directory-list-2.3-medium.txt,none,23,0
WordPress,Imperva,ffuf,cms-wordpress.txt,.php,11,209
React,Imperva,ffuf,common.txt,none,6,835
ASP.NET,ModSecurity,gobuster,common.txt,".bak,.old,.swp",21,0
Express,ModSecurity,gobuster,directory-list-2.3-medium.txt,.html,36,0
Node.js,ModSecurity,feroxbuster,api-endpoints.txt,.json,29,0
Node.js,Sucuri,gobuster,api-endpoints.txt,.json,33,0
Express,AWS_WAF,ffuf,directory-list-2.3-medium.txt,".bak,.old,.swp",11,522
Django,Cloudflare,ffuf,api-endpoints.txt,.json,12,864
WordPress,None,feroxbuster,cms-wordpress.txt,.php,42,0
Node.js,Sucuri,feroxbuster,api-endpoints.txt,.json,22,0
React,F5_BIG_IP,gobuster,common.txt,.php,47,0
Node.js,AWS_WAF,ffuf,api-endpoints.txt,.json,6,701
Unknown,AWS_WAF,ffuf,common.txt,.html,13,469
Laravel,Sucuri,gobuster,api-endpoints.txt,.json,37,0
Vue,F5_BIG_IP,gobuster,common.txt,".bak,.old,.swp",38,0
Node.js,F5_BIG_IP,feroxbuster,api-endpoints.txt,.json,43,0
Node.js,AWS_WAF,ffuf,api-endpoints.txt,.json,8,631
React,Sucuri,gobuster,common.txt,.php,26,0
Spring_Boot,ModSecurity,feroxbuster,directory-list-2.3-medium.txt,".bak,.old,.swp",31,0
Django,Imperva,ffuf,api-endpoints.txt,.json,7,670
Spring_Boot,None,gobuster,common.txt,.php,43,0
Vue,ModSecurity,gobuster,common.txt,.html,47,0
Laravel,ModSecurity,gobuster,api-endpoints.txt,.json,22,0
Laravel,Cloudflare,ffuf,api-endpoints.txt,.json,10,657
Django,None,feroxbuster,api-endpoints.txt,.json,25,0
Vue,None,gobuster,directory-list-2.3-medium.txt,none,20,0
Django,None,feroxbuster,api-endpoints.txt,.json,49,0
WordPress,AWS_WAF,ffuf,cms-wordpress.txt,.php,9,686
Django,ModSecurity,gobuster,api-endpoints.txt,.json,35,0
Express,ModSecurity,gobuster,common.txt,none,32,0
React,AWS_WAF,ffuf,common.txt,.html,11,695
Laravel,Imperva,ffuf,api-endpoints.txt,.json,7,821
Express,Cloudflare,ffuf,common.txt,".bak,.old,.swp",7,548
Laravel,F5_BIG_IP,feroxbuster,api-endpoints.txt,.json,24,0
Vue,None,gobuster,directory-list-2.3-medium.txt,none,26,0
Laravel,None,feroxbuster,api-endpoints.txt,.json,45,0
Laravel,ModSecurity,feroxbuster,api-endpoints.txt,.json,39,0
React,Cloudflare,ffuf,directory-list-2.3-medium.txt,".bak,.old,.swp",6,975
Express,Cloudflare,ffuf,directory-list-2.3-medium.txt,.php,7,402
Vue,ModSecurity,feroxbuster,directory-list-2.3-medium.txt,".bak,.old,.swp",23,0
Node.js,Sucuri,feroxbuster,api-endpoints.txt,.json,26,0
WordPress,Sucuri,gobuster,cms-wordpress.txt,.php,34,0
Laravel,Imperva,ffuf,api-endpoints.txt,.json,11,956
WordPress,AWS_WAF,ffuf,cms-wordpress.txt,.php,6,866
WordPress,Imperva,ffuf,cms-wordpress.txt,.php,13,859
Unknown,ModSecurity,feroxbuster,common.txt,none,46,0
Spring_Boot,AWS_WAF,ffuf,common.txt,".bak,.old,.swp",13,516
Express,F5_BIG_IP,feroxbuster,common.txt,".bak,.old,.swp",34,0
ASP.NET,Cloudflare,ffuf,directory-list-2.3-medium.txt,.php,12,794
WordPress,Imperva,ffuf,cms-wordpress.txt,.php,15,577
ASP.NET,F5_BIG_IP,feroxbuster,common.txt,.php,28,0
ASP.NET,None,feroxbuster,directory-list-2.3-medium.txt,.php,26,0
Vue,None,gobuster,directory-list-2.3-medium.txt,.html,48,0
Unknown,ModSecurity,feroxbuster,common.txt,.php,24,0
Vue,Cloudflare,ffuf,directory-list-2.3-medium.txt,none,7,606
Express,None,gobuster,directory-list-2.3-medium.txt,.html,24,0
ASP.NET,Imperva,ffuf,common.txt,.html,15,909
Django,Sucuri,feroxbuster,api-endpoints.txt,.json,27,0
Django,Sucuri,gobuster,api-endpoints.txt,.json,36,0
ASP.NET,F5_BIG_IP,gobuster,directory-list-2.3-medium.txt,.html,26,0
React,None,gobuster,common.txt,".bak,.old,.swp",42,0
WordPress,ModSecurity,gobuster,cms-wordpress.txt,.php,50,0
Node.js,ModSecurity,gobuster,api-endpoints.txt,.json,34,0
WordPress,Imperva,ffuf,cms-wordpress.txt,.php,8,483
Vue,Imperva,ffuf,directory-list-2.3-medium.txt,.php,12,273
Vue,ModSecurity,feroxbuster,common.txt,.php,44,0
Django,Sucuri,gobuster,api-endpoints.txt,.json,40,0
WordPress,F5_BIG_IP,gobuster,cms-wordpress.txt,.php,28,0
ASP.NET,F5_BIG_IP,gobuster,directory-list-2.3-medium.txt,".bak,.old,.swp",37,0
Laravel,ModSecurity,feroxbuster,api-endpoints.txt,.json,46,0
Express,Cloudflare,ffuf,directory-list-2.3-medium.txt,".bak,.old,.swp",9,835
Django,Sucuri,feroxbuster,api-endpoints.txt,.json,44,0
Spring_Boot,Cloudflare,ffuf,directory-list-2.3-medium.txt,none,13,615
Express,None,gobuster,directory-list-2.3-medium.txt,".bak,.old,.swp",41,0
Unknown,F5_BIG_IP,feroxbuster,directory-list-2.3-medium.txt,".bak,.old,.swp",32,0
Vue,AWS_WAF,ffuf,directory-list-2.3-medium.txt,none,6,777
ASP.NET,AWS_WAF,ffuf,common.txt,".bak,.old,.swp",13,376
Django,ModSecurity,gobuster,api-endpoints.txt,.json,37,0
Unknown,F5_BIG_IP,feroxbuster,directory-list-2.3-medium.txt,".bak,.old,.swp",29,0
ASP.NET,Imperva,ffuf,common.txt,".bak,.old,.swp",10,370
Express,Imperva,ffuf,common.txt,".bak,.old,.swp",6,482
Spring_Boot,AWS_WAF,ffuf,directory-list-2.3-medium.txt,".bak,.old,.swp",10,632
Node.js,AWS_WAF,ffuf,api-endpoints.txt,.json,8,586
Express,Sucuri,feroxbuster,directory-list-2.3-medium.txt,.html,48,0
React,Cloudflare,ffuf,common.txt,".bak,.old,.swp",6,602
Express,None,gobuster,directory-list-2.3-medium.txt,none,44,0
WordPress,Sucuri,feroxbuster,cms-wordpress.txt,.php,21,0
Unknown,None,feroxbuster,directory-list-2.3-medium.txt,none,44,0
Laravel,Cloudflare,ffuf,api-endpoints.txt,.json,12,529
Django,ModSecurity,gobuster,api-endpoints.txt,.json,27,0
React,Cloudflare,ffuf,common.txt,.php,13,530
WordPress,AWS_WAF,ffuf,cms-wordpress.txt,.php,8,488
Laravel,AWS_WAF,ffuf,api-endpoints.txt,.json,6,661
WordPress,None,feroxbuster,cms-wordpress.txt,.php,42,0
Unknown,Imperva,ffuf,common.txt,.php,12,611
Unknown,Sucuri,feroxbuster,directory-list-2.3-medium.txt,".bak,.old,.swp",44,0
Express,ModSecurity,feroxbuster,common.txt,none,37,0
Django,Sucuri,gobuster,api-endpoints.txt,.json,39,0
Django,AWS_WAF,ffuf,api-endpoints.txt,.json,11,336
WordPress,F5_BIG_IP,feroxbuster,cms-wordpress.txt,.php,39,0
Express,ModSecurity,gobuster,directory-list-2.3-medium.txt,none,48,0
Express,F5_BIG_IP,feroxbuster,directory-list-2.3-medium.txt,.html,47,0
Django,F5_BIG_IP,gobuster,api-endpoints.txt,.json,23,0
Spring_Boot,F5_BIG_IP,feroxbuster,directory-list-2.3-medium.txt,none,36,0
Laravel,None,feroxbuster,api-endpoints.txt,.json,38,0
Vue,Cloudflare,ffuf,directory-list-2.3-medium.txt,none,5,260
Express,None,feroxbuster,common.txt,.php,49,0
Spring_Boot,None,gobuster,directory-list-2.3-medium.txt,".bak,.old,.swp",29,0
Laravel,Cloudflare,ffuf,api-endpoints.txt,.json,6,209
Spring_Boot,Cloudflare,ffuf,common.txt,.html,6,973
React,Imperva,ffuf,directory-list-2.3-medium.txt,.html,5,357
Vue,ModSecurity,gobuster,common.txt,none,42,0
ASP.NET,Imperva,ffuf,directory-list-2.3-medium.txt,none,9,323
Express,F5_BIG_IP,feroxbuster,directory-list-2.3-medium.txt,.php,32,0
React,AWS_WAF,ffuf,directory-list-2.3-medium.txt,".bak,.old,.swp",5,239
Spring_Boot,None,gobuster,directory-list-2.3-medium.txt,.php,49,0
Laravel,F5_BIG_IP,feroxbuster,api-endpoints.txt,.json,48,0
ASP.NET,F5_BIG_IP,feroxbuster,common.txt,.php,43,0
React,Sucuri,gobuster,common.txt,.html,21,0
Laravel,Cloudflare,ffuf,api-endpoints.txt,.json,7,344
ASP.NET,Sucuri,feroxbuster,directory-list-2.3-medium.txt,.php,22,0
ASP.NET,ModSecurity,gobuster,directory-list-2.3-medium.txt,none,44,0
Django,Cloudflare,ffuf,api-endpoints.txt,.json,7,230
Unknown,ModSecurity,gobuster,common.txt,none,30,0
Express,None,feroxbuster,common.txt,.html,23,0
Vue,Imperva,ffuf,common.txt,none,9,484
ASP.NET,F5_BIG_IP,gobuster,directory-list-2.3-medium.txt,.php,32,0
Spring_Boot,Imperva,ffuf,common.txt,.html,11,659
Node.js,AWS_WAF,ffuf,api-endpoints.txt,.json,9,438
React,Cloudflare,ffuf,common.txt,.html,5,504
Django,Imperva,ffuf,api-endpoints.txt,.json,8,486
Node.js,None,gobuster,api-endpoints.txt,.json,21,0
ASP.NET,Imperva,ffuf,directory-list-2.3-medium.txt,.php,5,643
Express,AWS_WAF,ffuf,common.txt,.php,6,426
Node.js,F5_BIG_IP,gobuster,api-endpoints.txt,.json,27,0
Spring_Boot,AWS_WAF,ffuf,common.txt,none,6,391
React,None,feroxbuster,directory-list-2.3-medium.txt,none,33,0
WordPress,Imperva,ffuf,cms-wordpress.txt,.php,5,356
ASP.NET,ModSecurity,feroxbuster,directory-list-2.3-medium.txt,.php,34,0
WordPress,None,feroxbuster,cms-wordpress.txt,.php,23,0
Express,F5_BIG_IP,gobuster,directory-list-2.3-medium.txt,".bak,.old,.swp",47,0
Django,Cloudflare,ffuf,api-endpoints.txt,.json,9,679
React,AWS_WAF,ffuf,common.txt,.html,12,753
Vue,Cloudflare,ffuf,common.txt,".bak,.old,.swp",14,827
Spring_Boot,Sucuri,feroxbuster,directory-list-2.3-medium.txt,".bak,.old,.swp",25,0
Laravel,ModSecurity,gobuster,api-endpoints.txt,.json,37,0
React,Imperva,ffuf,common.txt,".bak,.old,.swp",6,382
WordPress,None,feroxbuster,cms-wordpress.txt,.php,27,0
Laravel,ModSecurity,feroxbuster,api-endpoints.txt,.json,25,0
Vue,AWS_WAF,ffuf,directory-list-2.3-medium.txt,.html,14,225
Spring_Boot,AWS_WAF,ffuf,common.txt,.php,12,820
Django,Sucuri,feroxbuster,api-endpoints.txt,.json,43,0
Unknown,F5_BIG_IP,feroxbuster,directory-list-2.3-medium.txt,.html,43,0
ASP.NET,Cloudflare,ffuf,common.txt,".bak,.old,.swp",12,586
Vue,F5_BIG_IP,feroxbuster,common.txt,".bak,.old,.swp",49,0
Vue,ModSecurity,feroxbuster,common.txt,none,42,0
Django,F5_BIG_IP,gobuster,api-endpoints.txt,.json,45,0
WordPress,None,gobuster,cms-wordpress.txt,.php,35,0
Node.js,ModSecurity,feroxbuster,api-endpoints.txt,.json,21,0
WordPress,Cloudflare,ffuf,cms-wordpress.txt,.php,10,374
Unknown,Sucuri,gobuster,directory-list-2.3-medium.txt,.php,34,0
React,F5_BIG_IP,feroxbuster,common.txt,.html,33,0
Vue,None,gobuster,common.txt,none,38,0
Node.js,F5_BIG_IP,gobuster,api-endpoints.txt,.json,47,0
Unknown,Imperva,ffuf,common.txt,".bak,.old,.swp",9,209
Express,Imperva,ffuf,common.txt,.html,6,832
React,ModSecurity,gobuster,common.txt,.html,33,0
Laravel,None,gobuster,api-endpoints.txt,.json,28,0
React,Sucuri,feroxbuster,common.txt,none,34,0
Vue,AWS_WAF,ffuf,common.txt,".bak,.old,.swp",11,860
Django,F5_BIG_IP,feroxbuster,api-endpoints.txt,.json,45,0
Node.js,ModSecurity,gobuster,api-endpoints.txt,.json,30,0
Django,Imperva,ffuf,api-endpoints.txt,.json,12,634
ASP.NET,ModSecurity,feroxbuster,directory-list-2.3-medium.txt,none,30,0
Spring_Boot,Cloudflare,ffuf,directory-list-2.3-medium.txt,.php,11,392
ASP.NET,None,feroxbuster,common.txt,.html,46,0
React,None,gobuster,common.txt,none,48,0
Django,Imperva,ffuf,api-endpoints.txt,.json,13,842
ASP.NET,None,gobuster,common.txt,none,44,0
Spring_Boot,ModSecurity,gobuster,common.txt,none,24,0
WordPress,Sucuri,feroxbuster,cms-wordpress.txt,.php,29,0
Spring_Boot,F5_BIG_IP,feroxbuster,common.txt,.php,48,0
React,Imperva,ffuf,common.txt,none,8,292
Spring_Boot,F5_BIG_IP,gobuster,common.txt,.html,30,0
Laravel,F5_BIG_IP,gobuster,api-endpoints.txt,.json,32,0
React,AWS_WAF,ffuf,directory-list-2.3-medium.txt,none,12,565
WordPress,F5_BIG_IP,gobuster,cms-wordpress.txt,.php,37,0
Node.js,None,feroxbuster,api-endpoints.txt,.json,46,0
Unknown,F5_BIG_IP,gobuster,common.txt,.php,38,0
Laravel,Imperva,ffuf,api-endpoints.txt,.json,6,691
WordPress,Sucuri,feroxbuster,cms-wordpress.txt,.php,28,0
React,F5_BIG_IP,feroxbuster,directory-list-2.3-medium.txt,.html,46,0
Django,F5_BIG_IP,feroxbuster,api-endpoints.txt,.json,24,0
Laravel,ModSecurity,feroxbuster,api-endpoints.txt,.json,20,0
Unknown,F5_BIG_IP,gobuster,common.txt,.html,21,0
Unknown,Cloudflare,ffuf,directory-list-2.3-medium.txt,none,5,874
ASP.NET,None,gobuster,common.txt,.php,20,0
Express,F5_BIG_IP,feroxbuster,common.txt,.html,27,0
Vue,Sucuri,feroxbuster,directory-list-2.3-medium.txt,none,23,0
Node.js,Cloudflare,ffuf,api-endpoints.txt,.json,13,370
Unknown,F5_BIG_IP,gobuster,common.txt,.html,49,0
WordPress,Cloudflare,ffuf,cms-wordpress.txt,.php,7,684
Node.js,AWS_WAF,ffuf,api-endpoints.txt,.json,12,744
Vue,Imperva,ffuf,directory-list-2.3-medium.txt,none,9,556
Spring_Boot,Cloudflare,ffuf,common.txt,none,8,642
Laravel,AWS_WAF,ffuf,api-endpoints.txt,.json,10,753
Laravel,None,feroxbuster,api-endpoints.txt,.json,37,0
Express,Imperva,ffuf,directory-list-2.3-medium.txt,.html,11,868
Vue,AWS_WAF,ffuf,directory-list-2.3-medium.txt,none,6,771
Django,Sucuri,feroxbuster,api-endpoints.txt,.json,31,0
Node.js,None,gobuster,api-endpoints.txt,.json,40,0
ASP.NET,Sucuri,gobuster,directory-list-2.3-medium.txt,".bak,.old,.swp",39,0
Django,Sucuri,feroxbuster,api-endpoints.txt,.json,39,0
Express,ModSecurity,gobuster,common.txt,.html,21,0
Vue,AWS_WAF,ffuf,common.txt,".bak,.old,.swp",9,486
React,Imperva,ffuf,directory-list-2.3-medium.txt,.php,6,703
Spring_Boot,Imperva,ffuf,directory-list-2.3-medium.txt,".bak,.old,.swp",15,886
ASP.NET,F5_BIG_IP,gobuster,directory-list-2.3-medium.txt,none,45,0
Laravel,AWS_WAF,ffuf,api-endpoints.txt,.json,6,437
Django,None,feroxbuster,api-endpoints.txt,.json,43,0
Django,None,feroxbuster,api-endpoints.txt,.json,39,0
Spring_Boot,F5_BIG_IP,gobuster,directory-list-2.3-medium.txt,none,33,0
WordPress,Sucuri,feroxbuster,cms-wordpress.txt,.php,41,0
Spring_Boot,Sucuri,gobuster,directory-list-2.3-medium.txt,none,50,0
ASP.NET,ModSecurity,gobuster,common.txt,.html,40,0
Express,F5_BIG_IP,gobuster,common.txt,.php,40,0
React,Imperva,ffuf,common.txt,".bak,.old,.swp",8,317
Laravel,Imperva,ffuf,api-endpoints.txt,.json,6,789
Express,AWS_WAF,ffuf,common.txt,".bak,.old,.swp",9,368
Unknown,None,gobuster,directory-list-2.3-medium.txt,".bak,.old,.swp",22,0
Node.js,ModSecurity,feroxbuster,api-endpoints.txt,.json,47,0
WordPress,Imperva,ffuf,cms-wordpress.txt,.php,10,766
WordPress,Cloudflare,ffuf,cms-wordpress.txt,.php,11,468
Django,Imperva,ffuf,api-endpoints.txt,.json,7,468
Laravel,Sucuri,gobuster,api-endpoints.txt,.json,38,0
Django,None,gobuster,api-endpoints.txt,.json,30,0
React,Cloudflare,ffuf,directory-list-2.3-medium.txt,".bak,.old,.swp",9,430
Unknown,Imperva,ffuf,common.txt,".bak,.old,.swp",11,455
Express,Cloudflare,ffuf,common.txt,none,14,863
